Time;Channel B
(us);(mV)

-0,94235428;0,00000000
-0,94075428;0,00000000
-0,93915428;1,18110200
-0,93755428;0,78740150
-0,93595428;1,18110200
-0,93435428;1,57480300
-0,93275428;1,18110200
-0,93115428;0,78740150
-0,92955428;0,78740150
-0,92795428;0,78740150
-0,92635428;0,78740150
-0,92475428;1,18110200
-0,92315428;1,18110200
-0,92155428;0,39370070
-0,91995428;0,39370070
-0,91835428;1,18110200
-0,91675428;0,39370070
-0,91515428;1,18110200
-0,91355428;0,78740150
-0,91195428;0,39370070
-0,91035428;1,57480300
-0,90875428;0,39370070
-0,90715428;0,78740150
-0,90555428;0,39370070
-0,90395428;0,00000000
-0,90235428;1,18110200
-0,90075428;0,78740150
-0,89915428;0,78740150
-0,89755428;0,78740150
-0,89595428;0,78740150
-0,89435428;0,39370070
-0,89275428;0,39370070
-0,89115428;1,18110200
-0,88955428;0,78740150
-0,88795428;0,78740150
-0,88635428;1,18110200
-0,88475428;0,39370070
-0,88315428;0,00000000
-0,88155428;0,78740150
-0,87995428;1,57480300
-0,87835428;1,18110200
-0,87675428;0,39370070
-0,87515428;0,39370070
-0,87355428;0,78740150
-0,87195428;1,18110200
-0,87035428;1,18110200
-0,86875428;0,78740150
-0,86715428;0,78740150
-0,86555428;1,18110200
-0,86395428;0,00000000
-0,86235428;0,00000000
-0,86075428;0,78740150
-0,85915428;0,39370070
-0,85755428;0,39370070
-0,85595428;1,18110200
-0,85435428;0,78740150
-0,85275428;1,18110200
-0,85115428;1,96850400
-0,84955428;1,18110200
-0,84795428;1,18110200
-0,84635428;1,18110200
-0,84475428;0,78740150
-0,84315428;0,78740150
-0,84155428;0,78740150
-0,83995428;0,39370070
-0,83835428;0,78740150
-0,83675428;1,18110200
-0,83515428;1,57480300
-0,83355428;1,18110200
-0,83195428;0,78740150
-0,83035428;0,39370070
-0,82875428;0,78740150
-0,82715428;0,39370070
-0,82555428;1,18110200
-0,82395428;0,78740150
-0,82235428;0,39370070
-0,82075428;0,39370070
-0,81915428;0,00000000
-0,81755428;0,00000000
-0,81595428;0,78740150
-0,81435428;0,78740150
-0,81275428;1,18110200
-0,81115428;1,18110200
-0,80955428;1,18110200
-0,80795428;0,78740150
-0,80635428;1,18110200
-0,80475428;1,18110200
-0,80315428;0,39370070
-0,80155428;1,18110200
-0,79995428;1,18110200
-0,79835428;1,18110200
-0,79675428;1,18110200
-0,79515428;1,57480300
-0,79355428;1,18110200
-0,79195428;1,18110200
-0,79035428;0,39370070
-0,78875428;1,18110200
-0,78715428;0,39370070
-0,78555428;0,78740150
-0,78395428;0,78740150
-0,78235428;1,57480300
-0,78075428;1,18110200
-0,77915428;1,18110200
-0,77755428;0,78740150
-0,77595428;0,78740150
-0,77435428;0,78740150
-0,77275428;0,78740150
-0,77115428;1,18110200
-0,76955428;1,57480300
-0,76795428;0,39370070
-0,76635428;0,39370070
-0,76475428;0,78740150
-0,76315428;1,18110200
-0,76155428;1,18110200
-0,75995428;0,78740150
-0,75835428;1,18110200
-0,75675428;0,78740150
-0,75515428;0,39370070
-0,75355428;0,78740150
-0,75195428;1,57480300
-0,75035428;-0,39370070
-0,74875428;1,96850400
-0,74715428;1,57480300
-0,74555428;1,18110200
-0,74395428;0,78740150
-0,74235428;0,00000000
-0,74075428;1,18110200
-0,73915428;0,78740150
-0,73755428;0,78740150
-0,73595428;1,18110200
-0,73435428;1,18110200
-0,73275428;1,18110200
-0,73115428;1,18110200
-0,72955428;0,78740150
-0,72795428;0,78740150
-0,72635428;1,18110200
-0,72475428;0,78740150
-0,72315428;1,18110200
-0,72155428;0,78740150
-0,71995428;0,78740150
-0,71835428;1,18110200
-0,71675428;1,18110200
-0,71515428;1,57480300
-0,71355428;1,18110200
-0,71195428;1,57480300
-0,71035428;0,78740150
-0,70875428;1,57480300
-0,70715428;0,78740150
-0,70555428;1,18110200
-0,70395428;1,57480300
-0,70235428;1,18110200
-0,70075428;1,18110200
-0,69915428;0,39370070
-0,69755428;1,96850400
-0,69595428;1,18110200
-0,69435428;1,18110200
-0,69275428;1,18110200
-0,69115428;1,57480300
-0,68955428;1,57480300
-0,68795428;1,18110200
-0,68635428;1,57480300
-0,68475428;1,18110200
-0,68315428;1,18110200
-0,68155428;0,78740150
-0,67995428;0,78740150
-0,67835428;0,39370070
-0,67675428;1,18110200
-0,67515428;0,78740150
-0,67355428;1,18110200
-0,67195428;1,18110200
-0,67035428;0,39370070
-0,66875428;1,18110200
-0,66715428;0,78740150
-0,66555428;1,18110200
-0,66395427;1,18110200
-0,66235427;0,39370070
-0,66075427;1,18110200
-0,65915427;1,57480300
-0,65755427;1,96850400
-0,65595427;0,78740150
-0,65435427;1,18110200
-0,65275427;1,18110200
-0,65115427;0,39370070
-0,64955427;0,39370070
-0,64795427;0,78740150
-0,64635427;1,57480300
-0,64475427;1,18110200
-0,64315427;1,57480300
-0,64155427;0,39370070
-0,63995427;0,78740150
-0,63835427;0,39370070
-0,63675427;1,18110200
-0,63515427;1,57480300
-0,63355427;1,18110200
-0,63195427;1,18110200
-0,63035427;1,18110200
-0,62875427;0,78740150
-0,62715427;0,78740150
-0,62555427;1,57480300
-0,62395427;0,78740150
-0,62235427;1,18110200
-0,62075427;0,78740150
-0,61915427;1,18110200
-0,61755427;1,18110200
-0,61595427;0,78740150
-0,61435427;1,18110200
-0,61275427;1,18110200
-0,61115427;1,18110200
-0,60955427;1,57480300
-0,60795427;1,18110200
-0,60635427;1,18110200
-0,60475427;1,18110200
-0,60315427;1,57480300
-0,60155427;1,18110200
-0,59995427;1,18110200
-0,59835427;1,18110200
-0,59675427;0,78740150
-0,59515427;0,78740150
-0,59355427;0,78740150
-0,59195427;1,57480300
-0,59035427;1,57480300
-0,58875427;1,18110200
-0,58715427;1,18110200
-0,58555427;0,39370070
-0,58395427;1,57480300
-0,58235427;1,18110200
-0,58075427;0,78740150
-0,57915427;0,78740150
-0,57755427;1,18110200
-0,57595427;1,18110200
-0,57435427;0,78740150
-0,57275427;1,18110200
-0,57115427;1,57480300
-0,56955427;1,18110200
-0,56795427;1,18110200
-0,56635427;1,57480300
-0,56475427;1,18110200
-0,56315427;0,39370070
-0,56155427;1,57480300
-0,55995427;1,96850400
-0,55835427;1,18110200
-0,55675427;0,78740150
-0,55515427;0,39370070
-0,55355427;0,78740150
-0,55195427;1,18110200
-0,55035427;0,78740150
-0,54875427;1,18110200
-0,54715427;0,39370070
-0,54555427;0,78740150
-0,54395427;1,18110200
-0,54235427;0,78740150
-0,54075427;1,57480300
-0,53915427;1,18110200
-0,53755427;1,18110200
-0,53595427;1,57480300
-0,53435427;1,18110200
-0,53275427;0,78740150
-0,53115427;1,18110200
-0,52955427;0,78740150
-0,52795427;1,96850400
-0,52635427;1,18110200
-0,52475427;0,78740150
-0,52315427;1,57480300
-0,52155427;0,39370070
-0,51995427;0,39370070
-0,51835427;1,57480300
-0,51675427;1,57480300
-0,51515427;0,78740150
-0,51355427;1,18110200
-0,51195427;0,78740150
-0,51035427;0,39370070
-0,50875427;0,78740150
-0,50715427;0,78740150
-0,50555427;1,18110200
-0,50395427;1,18110200
-0,50235427;1,18110200
-0,50075427;1,18110200
-0,49915427;0,78740150
-0,49755427;1,18110200
-0,49595427;1,57480300
-0,49435427;1,18110200
-0,49275427;0,78740150
-0,49115427;0,39370070
-0,48955427;0,39370070
-0,48795427;1,57480300
-0,48635427;1,18110200
-0,48475427;1,96850400
-0,48315427;1,18110200
-0,48155427;0,78740150
-0,47995427;0,39370070
-0,47835427;1,18110200
-0,47675427;0,78740150
-0,47515427;1,18110200
-0,47355427;0,78740150
-0,47195427;1,18110200
-0,47035427;1,18110200
-0,46875427;1,18110200
-0,46715427;1,57480300
-0,46555427;1,18110200
-0,46395427;1,18110200
-0,46235427;1,18110200
-0,46075427;0,39370070
-0,45915427;0,78740150
-0,45755427;0,78740150
-0,45595427;1,96850400
-0,45435427;1,18110200
-0,45275427;1,18110200
-0,45115427;0,78740150
-0,44955427;0,78740150
-0,44795427;0,39370070
-0,44635427;1,57480300
-0,44475427;0,78740150
-0,44315427;1,18110200
-0,44155427;1,57480300
-0,43995427;0,78740150
-0,43835427;1,18110200
-0,43675427;1,57480300
-0,43515427;0,78740150
-0,43355427;1,18110200
-0,43195427;0,78740150
-0,43035427;0,78740150
-0,42875427;1,18110200
-0,42715427;1,18110200
-0,42555427;1,57480300
-0,42395427;1,18110200
-0,42235427;0,78740150
-0,42075427;0,78740150
-0,41915427;1,18110200
-0,41755427;0,78740150
-0,41595427;0,78740150
-0,41435427;0,78740150
-0,41275427;1,18110200
-0,41115427;0,78740150
-0,40955427;0,78740150
-0,40795427;0,78740150
-0,40635427;1,18110200
-0,40475427;1,57480300
-0,40315427;1,18110200
-0,40155427;1,18110200
-0,39995427;1,57480300
-0,39835427;0,78740150
-0,39675427;0,78740150
-0,39515427;0,39370070
-0,39355427;0,78740150
-0,39195427;0,78740150
-0,39035427;1,18110200
-0,38875427;1,57480300
-0,38715427;1,18110200
-0,38555427;0,39370070
-0,38395427;1,18110200
-0,38235427;1,18110200
-0,38075427;1,18110200
-0,37915427;0,78740150
-0,37755427;1,57480300
-0,37595427;0,78740150
-0,37435427;0,39370070
-0,37275427;1,18110200
-0,37115427;1,57480300
-0,36955427;1,18110200
-0,36795427;1,18110200
-0,36635427;0,78740150
-0,36475427;1,57480300
-0,36315427;1,18110200
-0,36155427;0,78740150
-0,35995427;0,78740150
-0,35835427;0,39370070
-0,35675427;1,18110200
-0,35515427;0,78740150
-0,35355427;0,39370070
-0,35195427;1,96850400
-0,35035427;1,18110200
-0,34875427;4,33070900
-0,34715427;5,90551100
-0,34555427;6,29921200
-0,34395427;5,51181100
-0,34235427;5,51181100
-0,34075427;3,14960600
-0,33915427;3,54330700
-0,33755427;3,54330700
-0,33595427;3,14960600
-0,33435427;2,75590500
-0,33275427;2,75590500
-0,33115427;1,57480300
-0,32955427;1,96850400
-0,32795427;2,36220500
-0,32635427;1,18110200
-0,32475427;1,96850400
-0,32315427;0,78740150
-0,32155427;1,18110200
-0,31995427;0,78740150
-0,31835427;1,96850400
-0,31675427;1,57480300
-0,31515427;0,78740150
-0,31355427;0,39370070
-0,31195427;1,18110200
-0,31035427;1,18110200
-0,30875427;1,18110200
-0,30715427;1,18110200
-0,30555427;1,18110200
-0,30395427;0,78740150
-0,30235427;1,18110200
-0,30075427;1,57480300
-0,29915427;0,78740150
-0,29755427;0,39370070
-0,29595427;0,78740150
-0,29435427;1,18110200
-0,29275427;0,39370070
-0,29115427;1,18110200
-0,28955427;1,18110200
-0,28795427;0,78740150
-0,28635427;0,78740150
-0,28475427;0,78740150
-0,28315427;0,78740150
-0,28155427;0,78740150
-0,27995427;0,00000000
-0,27835427;0,00000000
-0,27675427;0,39370070
-0,27515427;1,57480300
-0,27355427;0,78740150
-0,27195427;1,18110200
-0,27035427;0,78740150
-0,26875427;1,18110200
-0,26715427;0,78740150
-0,26555427;0,78740150
-0,26395427;0,78740150
-0,26235427;1,18110200
-0,26075427;0,39370070
-0,25915427;1,18110200
-0,25755427;0,78740150
-0,25595427;0,78740150
-0,25435427;0,39370070
-0,25275427;0,78740150
-0,25115427;0,78740150
-0,24955427;0,78740150
-0,24795427;0,78740150
-0,24635427;1,18110200
-0,24475427;1,18110200
-0,24315427;1,18110200
-0,24155427;0,39370070
-0,23995427;0,00000000
-0,23835427;0,78740150
-0,23675427;1,18110200
-0,23515427;1,18110200
-0,23355427;0,78740150
-0,23195427;0,39370070
-0,23035427;1,18110200
-0,22875427;0,39370070
-0,22715427;0,78740150
-0,22555427;0,78740150
-0,22395427;0,00000000
-0,22235427;0,39370070
-0,22075427;0,00000000
-0,21915427;0,78740150
-0,21755427;-0,39370070
-0,21595427;1,18110200
-0,21435427;0,78740150
-0,21275427;1,57480300
-0,21115427;1,18110200
-0,20955427;0,78740150
-0,20795427;1,57480300
-0,20635427;0,78740150
-0,20475427;0,78740150
-0,20315427;0,78740150
-0,20155427;1,18110200
-0,19995427;1,18110200
-0,19835427;0,78740150
-0,19675427;0,39370070
-0,19515427;0,78740150
-0,19355427;0,78740150
-0,19195427;0,39370070
-0,19035427;0,78740150
-0,18875427;0,78740150
-0,18715427;1,18110200
-0,18555427;0,78740150
-0,18395427;0,78740150
-0,18235427;0,78740150
-0,18075427;1,18110200
-0,17915427;0,78740150
-0,17755427;0,78740150
-0,17595427;-0,39370070
-0,17435427;1,18110200
-0,17275427;0,78740150
-0,17115427;0,78740150
-0,16955427;0,39370070
-0,16795427;0,78740150
-0,16635427;1,18110200
-0,16475427;0,39370070
-0,16315427;0,78740150
-0,16155427;0,39370070
-0,15995427;0,78740150
-0,15835427;0,78740150
-0,15675427;0,78740150
-0,15515427;0,78740150
-0,15355427;1,96850400
-0,15195427;1,18110200
-0,15035427;0,00000000
-0,14875427;1,18110200
-0,14715427;0,78740150
-0,14555427;0,39370070
-0,14395427;1,18110200
-0,14235427;1,18110200
-0,14075427;1,18110200
-0,13915427;0,00000000
-0,13755427;-0,39370070
-0,13595427;0,39370070
