REFDES;COMP_VALUE;SYM_NAME;SYM_TYPE;SYM_X;SYM_Y;SYM_CENTER_X;SYM_CENTER_Y;SYM_ROTATE;SYM_MIRROR;COMPONENT_ID
C141;1nF;C_0201_0603Metric;;62.085.000;147.392.900;;;0.000000;NO;26088
C141;1nF;C_0201_0603Metric;;131.165.000;147.392.900;;;0.000000;NO;26088
C141;1nF;C_0201_0603Metric;;131.165.000;21.392.900;;;0.000000;NO;26088
C141;1nF;C_0201_0603Metric;;131.165.000;63.392.900;;;0.000000;NO;26088
C141;1nF;C_0201_0603Metric;;27.545.000;63.392.900;;;0.000000;NO;26088
C141;1nF;C_0201_0603Metric;;27.545.000;105.392.900;;;0.000000;NO;26088
C141;1nF;C_0201_0603Metric;;62.085.000;63.392.900;;;0.000000;NO;26088
C141;1nF;C_0201_0603Metric;;62.085.000;105.392.900;;;0.000000;NO;26088
C141;1nF;C_0201_0603Metric;;96.625.000;21.392.900;;;0.000000;NO;26088
C141;1nF;C_0201_0603Metric;;96.625.000;63.392.900;;;0.000000;NO;26088
C141;1nF;C_0201_0603Metric;;131.165.000;105.392.900;;;0.000000;NO;26088
C141;1nF;C_0201_0603Metric;;27.545.000;21.392.900;;;0.000000;NO;26088
C141;1nF;C_0201_0603Metric;;62.085.000;21.392.900;;;0.000000;NO;26088
C141;1nF;C_0201_0603Metric;;27.545.000;147.392.900;;;0.000000;NO;26088
C142;1pF;C_0201_0603Metric;;98.075.000;21.392.900;;;0.000000;NO;25983
C142;1pF;C_0201_0603Metric;;98.075.000;147.392.900;;;0.000000;NO;25983
C142;1pF;C_0201_0603Metric;;98.075.000;105.392.900;;;0.000000;NO;25983
C142;1pF;C_0201_0603Metric;;63.535.000;105.392.900;;;0.000000;NO;25983
C142;1pF;C_0201_0603Metric;;132.615.000;63.392.900;;;0.000000;NO;25983
C142;1pF;C_0201_0603Metric;;132.615.000;147.392.900;;;0.000000;NO;25983
C142;1pF;C_0201_0603Metric;;132.615.000;105.392.900;;;0.000000;NO;25983
C142;1pF;C_0201_0603Metric;;63.535.000;147.392.900;;;0.000000;NO;25983
C142;1pF;C_0201_0603Metric;;28.995.000;63.392.900;;;0.000000;NO;25983
C142;1pF;C_0201_0603Metric;;98.075.000;63.392.900;;;0.000000;NO;25983
C142;1pF;C_0201_0603Metric;;28.995.000;105.392.900;;;0.000000;NO;25983
C142;1pF;C_0201_0603Metric;;28.995.000;147.392.900;;;0.000000;NO;25983
C142;1pF;C_0201_0603Metric;;28.995.000;21.392.900;;;0.000000;NO;25983
C142;1pF;C_0201_0603Metric;;63.535.000;21.392.900;;;0.000000;NO;25983
C142;1pF;C_0201_0603Metric;;63.535.000;63.392.900;;;0.000000;NO;25983
C142;1pF;C_0201_0603Metric;;132.615.000;21.392.900;;;0.000000;NO;25983
C323;100nF;C_0402_1005Metric;;83.182.500;80.202.500;;;135.000.000;NO;26069
C323;100nF;C_0402_1005Metric;;14.102.500;38.202.500;;;135.000.000;NO;26069
C323;100nF;C_0402_1005Metric;;83.182.500;164.202.500;;;135.000.000;NO;26069
C323;100nF;C_0402_1005Metric;;48.642.500;122.202.500;;;135.000.000;NO;26069
C323;100nF;C_0402_1005Metric;;48.642.500;38.202.500;;;135.000.000;NO;26069
C323;100nF;C_0402_1005Metric;;48.642.500;80.202.500;;;135.000.000;NO;26069
C323;100nF;C_0402_1005Metric;;48.642.500;164.202.500;;;135.000.000;NO;26069
C323;100nF;C_0402_1005Metric;;117.722.500;80.202.500;;;135.000.000;NO;26069
C323;100nF;C_0402_1005Metric;;117.722.500;38.202.500;;;135.000.000;NO;26069
C323;100nF;C_0402_1005Metric;;117.722.500;122.202.500;;;135.000.000;NO;26069
C323;100nF;C_0402_1005Metric;;83.182.500;122.202.500;;;135.000.000;NO;26069
C323;100nF;C_0402_1005Metric;;14.102.500;80.202.500;;;135.000.000;NO;26069
C323;100nF;C_0402_1005Metric;;83.182.500;38.202.500;;;135.000.000;NO;26069
C323;100nF;C_0402_1005Metric;;14.102.500;164.202.500;;;135.000.000;NO;26069
C323;100nF;C_0402_1005Metric;;117.722.500;164.202.500;;;135.000.000;NO;26069
C323;100nF;C_0402_1005Metric;;14.102.500;122.202.500;;;135.000.000;NO;26069
C324;100nF;C_0402_1005Metric;;118.371.200;164.851.200;;;135.000.000;NO;26069
C324;100nF;C_0402_1005Metric;;49.291.200;122.851.200;;;135.000.000;NO;26069
C324;100nF;C_0402_1005Metric;;14.751.200;122.851.200;;;135.000.000;NO;26069
C324;100nF;C_0402_1005Metric;;49.291.200;80.851.200;;;135.000.000;NO;26069
C324;100nF;C_0402_1005Metric;;49.291.200;38.851.200;;;135.000.000;NO;26069
C324;100nF;C_0402_1005Metric;;49.291.200;164.851.200;;;135.000.000;NO;26069
C324;100nF;C_0402_1005Metric;;14.751.200;164.851.200;;;135.000.000;NO;26069
C324;100nF;C_0402_1005Metric;;83.831.200;122.851.200;;;135.000.000;NO;26069
C324;100nF;C_0402_1005Metric;;83.831.200;164.851.200;;;135.000.000;NO;26069
C324;100nF;C_0402_1005Metric;;14.751.200;38.851.200;;;135.000.000;NO;26069
C324;100nF;C_0402_1005Metric;;118.371.200;122.851.200;;;135.000.000;NO;26069
C324;100nF;C_0402_1005Metric;;118.371.200;38.851.200;;;135.000.000;NO;26069
C324;100nF;C_0402_1005Metric;;14.751.200;80.851.200;;;135.000.000;NO;26069
C324;100nF;C_0402_1005Metric;;83.831.200;80.851.200;;;135.000.000;NO;26069
C324;100nF;C_0402_1005Metric;;118.371.200;80.851.200;;;135.000.000;NO;26069
C324;100nF;C_0402_1005Metric;;83.831.200;38.851.200;;;135.000.000;NO;26069
C325;100nF;C_0402_1005Metric;;15.400.000;123.500.000;;;135.000.000;NO;26069
C325;100nF;C_0402_1005Metric;;119.020.000;165.500.000;;;135.000.000;NO;26069
C325;100nF;C_0402_1005Metric;;49.940.000;165.500.000;;;135.000.000;NO;26069
C325;100nF;C_0402_1005Metric;;49.940.000;39.500.000;;;135.000.000;NO;26069
C325;100nF;C_0402_1005Metric;;15.400.000;39.500.000;;;135.000.000;NO;26069
C325;100nF;C_0402_1005Metric;;15.400.000;165.500.000;;;135.000.000;NO;26069
C325;100nF;C_0402_1005Metric;;84.480.000;39.500.000;;;135.000.000;NO;26069
C325;100nF;C_0402_1005Metric;;84.480.000;123.500.000;;;135.000.000;NO;26069
C325;100nF;C_0402_1005Metric;;84.480.000;81.500.000;;;135.000.000;NO;26069
C325;100nF;C_0402_1005Metric;;15.400.000;81.500.000;;;135.000.000;NO;26069
C325;100nF;C_0402_1005Metric;;119.020.000;39.500.000;;;135.000.000;NO;26069
C325;100nF;C_0402_1005Metric;;119.020.000;123.500.000;;;135.000.000;NO;26069
C325;100nF;C_0402_1005Metric;;49.940.000;123.500.000;;;135.000.000;NO;26069
C325;100nF;C_0402_1005Metric;;49.940.000;81.500.000;;;135.000.000;NO;26069
C325;100nF;C_0402_1005Metric;;119.020.000;81.500.000;;;135.000.000;NO;26069
C325;100nF;C_0402_1005Metric;;84.480.000;165.500.000;;;135.000.000;NO;26069
C326;100nF;C_0402_1005Metric;;85.128.800;124.148.800;;;135.000.000;NO;26069
C326;100nF;C_0402_1005Metric;;85.128.800;40.148.800;;;135.000.000;NO;26069
C326;100nF;C_0402_1005Metric;;16.048.800;82.148.800;;;135.000.000;NO;26069
C326;100nF;C_0402_1005Metric;;50.588.800;166.148.800;;;135.000.000;NO;26069
C326;100nF;C_0402_1005Metric;;119.668.800;166.148.800;;;135.000.000;NO;26069
C326;100nF;C_0402_1005Metric;;85.128.800;82.148.800;;;135.000.000;NO;26069
C326;100nF;C_0402_1005Metric;;50.588.800;40.148.800;;;135.000.000;NO;26069
C326;100nF;C_0402_1005Metric;;50.588.800;124.148.800;;;135.000.000;NO;26069
C326;100nF;C_0402_1005Metric;;16.048.800;166.148.800;;;135.000.000;NO;26069
C326;100nF;C_0402_1005Metric;;119.668.800;40.148.800;;;135.000.000;NO;26069
C326;100nF;C_0402_1005Metric;;119.668.800;124.148.800;;;135.000.000;NO;26069
C326;100nF;C_0402_1005Metric;;16.048.800;40.148.800;;;135.000.000;NO;26069
C326;100nF;C_0402_1005Metric;;85.128.800;166.148.800;;;135.000.000;NO;26069
C326;100nF;C_0402_1005Metric;;16.048.800;124.148.800;;;135.000.000;NO;26069
C326;100nF;C_0402_1005Metric;;119.668.800;82.148.800;;;135.000.000;NO;26069
C326;100nF;C_0402_1005Metric;;50.588.800;82.148.800;;;135.000.000;NO;26069
C327;100nF;C_0402_1005Metric;;51.237.500;40.797.500;;;135.000.000;NO;26069
C327;100nF;C_0402_1005Metric;;120.317.500;82.797.500;;;135.000.000;NO;26069
C327;100nF;C_0402_1005Metric;;120.317.500;40.797.500;;;135.000.000;NO;26069
C327;100nF;C_0402_1005Metric;;120.317.500;124.797.500;;;135.000.000;NO;26069
C327;100nF;C_0402_1005Metric;;16.697.500;82.797.500;;;135.000.000;NO;26069
C327;100nF;C_0402_1005Metric;;85.777.500;166.797.500;;;135.000.000;NO;26069
C327;100nF;C_0402_1005Metric;;51.237.500;166.797.500;;;135.000.000;NO;26069
C327;100nF;C_0402_1005Metric;;16.697.500;166.797.500;;;135.000.000;NO;26069
C327;100nF;C_0402_1005Metric;;16.697.500;40.797.500;;;135.000.000;NO;26069
C327;100nF;C_0402_1005Metric;;51.237.500;124.797.500;;;135.000.000;NO;26069
C327;100nF;C_0402_1005Metric;;16.697.500;124.797.500;;;135.000.000;NO;26069
C327;100nF;C_0402_1005Metric;;85.777.500;40.797.500;;;135.000.000;NO;26069
C327;100nF;C_0402_1005Metric;;51.237.500;82.797.500;;;135.000.000;NO;26069
C327;100nF;C_0402_1005Metric;;120.317.500;166.797.500;;;135.000.000;NO;26069
C327;100nF;C_0402_1005Metric;;85.777.500;124.797.500;;;135.000.000;NO;26069
C327;100nF;C_0402_1005Metric;;85.777.500;82.797.500;;;135.000.000;NO;26069
C328;100nF;C_0402_1005Metric;;51.237.500;98.202.500;;;225.000.000;NO;26069
C328;100nF;C_0402_1005Metric;;120.317.500;14.202.500;;;225.000.000;NO;26069
C328;100nF;C_0402_1005Metric;;51.237.500;14.202.500;;;225.000.000;NO;26069
C328;100nF;C_0402_1005Metric;;16.697.500;140.202.500;;;225.000.000;NO;26069
C328;100nF;C_0402_1005Metric;;51.237.500;56.202.500;;;225.000.000;NO;26069
C328;100nF;C_0402_1005Metric;;16.697.500;56.202.500;;;225.000.000;NO;26069
C328;100nF;C_0402_1005Metric;;120.317.500;98.202.500;;;225.000.000;NO;26069
C328;100nF;C_0402_1005Metric;;120.317.500;56.202.500;;;225.000.000;NO;26069
C328;100nF;C_0402_1005Metric;;85.777.500;98.202.500;;;225.000.000;NO;26069
C328;100nF;C_0402_1005Metric;;85.777.500;14.202.500;;;225.000.000;NO;26069
C328;100nF;C_0402_1005Metric;;16.697.500;98.202.500;;;225.000.000;NO;26069
C328;100nF;C_0402_1005Metric;;120.317.500;140.202.500;;;225.000.000;NO;26069
C328;100nF;C_0402_1005Metric;;85.777.500;140.202.500;;;225.000.000;NO;26069
C328;100nF;C_0402_1005Metric;;85.777.500;56.202.500;;;225.000.000;NO;26069
C328;100nF;C_0402_1005Metric;;51.237.500;140.202.500;;;225.000.000;NO;26069
C328;100nF;C_0402_1005Metric;;16.697.500;14.202.500;;;225.000.000;NO;26069
C329;100nF;C_0402_1005Metric;;50.588.800;56.851.200;;;225.000.000;NO;26069
C329;100nF;C_0402_1005Metric;;16.048.800;98.851.200;;;225.000.000;NO;26069
C329;100nF;C_0402_1005Metric;;85.128.800;56.851.200;;;225.000.000;NO;26069
C329;100nF;C_0402_1005Metric;;50.588.800;140.851.200;;;225.000.000;NO;26069
C329;100nF;C_0402_1005Metric;;85.128.800;14.851.200;;;225.000.000;NO;26069
C329;100nF;C_0402_1005Metric;;85.128.800;98.851.200;;;225.000.000;NO;26069
C329;100nF;C_0402_1005Metric;;16.048.800;140.851.200;;;225.000.000;NO;26069
C329;100nF;C_0402_1005Metric;;119.668.800;98.851.200;;;225.000.000;NO;26069
C329;100nF;C_0402_1005Metric;;50.588.800;14.851.200;;;225.000.000;NO;26069
C329;100nF;C_0402_1005Metric;;50.588.800;98.851.200;;;225.000.000;NO;26069
C329;100nF;C_0402_1005Metric;;16.048.800;56.851.200;;;225.000.000;NO;26069
C329;100nF;C_0402_1005Metric;;85.128.800;140.851.200;;;225.000.000;NO;26069
C329;100nF;C_0402_1005Metric;;119.668.800;14.851.200;;;225.000.000;NO;26069
C329;100nF;C_0402_1005Metric;;119.668.800;56.851.200;;;225.000.000;NO;26069
C329;100nF;C_0402_1005Metric;;119.668.800;140.851.200;;;225.000.000;NO;26069
C329;100nF;C_0402_1005Metric;;16.048.800;14.851.200;;;225.000.000;NO;26069
C330;100nF;C_0402_1005Metric;;119.020.000;99.500.000;;;225.000.000;NO;26069
C330;100nF;C_0402_1005Metric;;15.400.000;15.500.000;;;225.000.000;NO;26069
C330;100nF;C_0402_1005Metric;;15.400.000;57.500.000;;;225.000.000;NO;26069
C330;100nF;C_0402_1005Metric;;84.480.000;99.500.000;;;225.000.000;NO;26069
C330;100nF;C_0402_1005Metric;;84.480.000;57.500.000;;;225.000.000;NO;26069
C330;100nF;C_0402_1005Metric;;49.940.000;57.500.000;;;225.000.000;NO;26069
C330;100nF;C_0402_1005Metric;;119.020.000;141.500.000;;;225.000.000;NO;26069
C330;100nF;C_0402_1005Metric;;15.400.000;99.500.000;;;225.000.000;NO;26069
C330;100nF;C_0402_1005Metric;;119.020.000;15.500.000;;;225.000.000;NO;26069
C330;100nF;C_0402_1005Metric;;49.940.000;141.500.000;;;225.000.000;NO;26069
C330;100nF;C_0402_1005Metric;;84.480.000;15.500.000;;;225.000.000;NO;26069
C330;100nF;C_0402_1005Metric;;84.480.000;141.500.000;;;225.000.000;NO;26069
C330;100nF;C_0402_1005Metric;;119.020.000;57.500.000;;;225.000.000;NO;26069
C330;100nF;C_0402_1005Metric;;49.940.000;99.500.000;;;225.000.000;NO;26069
C330;100nF;C_0402_1005Metric;;15.400.000;141.500.000;;;225.000.000;NO;26069
C330;100nF;C_0402_1005Metric;;49.940.000;15.500.000;;;225.000.000;NO;26069
C331;100nF;C_0402_1005Metric;;83.831.200;16.148.800;;;225.000.000;NO;26069
C331;100nF;C_0402_1005Metric;;49.291.200;100.148.800;;;225.000.000;NO;26069
C331;100nF;C_0402_1005Metric;;118.371.200;16.148.800;;;225.000.000;NO;26069
C331;100nF;C_0402_1005Metric;;118.371.200;142.148.800;;;225.000.000;NO;26069
C331;100nF;C_0402_1005Metric;;14.751.200;142.148.800;;;225.000.000;NO;26069
C331;100nF;C_0402_1005Metric;;118.371.200;100.148.800;;;225.000.000;NO;26069
C331;100nF;C_0402_1005Metric;;83.831.200;100.148.800;;;225.000.000;NO;26069
C331;100nF;C_0402_1005Metric;;83.831.200;58.148.800;;;225.000.000;NO;26069
C331;100nF;C_0402_1005Metric;;14.751.200;58.148.800;;;225.000.000;NO;26069
C331;100nF;C_0402_1005Metric;;49.291.200;58.148.800;;;225.000.000;NO;26069
C331;100nF;C_0402_1005Metric;;118.371.200;58.148.800;;;225.000.000;NO;26069
C331;100nF;C_0402_1005Metric;;49.291.200;142.148.800;;;225.000.000;NO;26069
C331;100nF;C_0402_1005Metric;;83.831.200;142.148.800;;;225.000.000;NO;26069
C331;100nF;C_0402_1005Metric;;14.751.200;100.148.800;;;225.000.000;NO;26069
C331;100nF;C_0402_1005Metric;;49.291.200;16.148.800;;;225.000.000;NO;26069
C331;100nF;C_0402_1005Metric;;14.751.200;16.148.800;;;225.000.000;NO;26069
C332;100nF;C_0402_1005Metric;;83.182.500;100.797.600;;;225.000.000;NO;26069
C332;100nF;C_0402_1005Metric;;48.642.500;100.797.600;;;225.000.000;NO;26069
C332;100nF;C_0402_1005Metric;;117.722.500;16.797.500;;;225.000.000;NO;26069
C332;100nF;C_0402_1005Metric;;14.102.500;16.797.500;;;225.000.000;NO;26069
C332;100nF;C_0402_1005Metric;;117.722.500;58.797.500;;;225.000.000;NO;26069
C332;100nF;C_0402_1005Metric;;117.722.500;142.797.600;;;225.000.000;NO;26069
C332;100nF;C_0402_1005Metric;;83.182.500;16.797.500;;;225.000.000;NO;26069
C332;100nF;C_0402_1005Metric;;83.182.500;58.797.500;;;225.000.000;NO;26069
C332;100nF;C_0402_1005Metric;;48.642.500;58.797.500;;;225.000.000;NO;26069
C332;100nF;C_0402_1005Metric;;48.642.500;142.797.600;;;225.000.000;NO;26069
C332;100nF;C_0402_1005Metric;;83.182.500;142.797.600;;;225.000.000;NO;26069
C332;100nF;C_0402_1005Metric;;48.642.500;16.797.500;;;225.000.000;NO;26069
C332;100nF;C_0402_1005Metric;;14.102.500;142.797.600;;;225.000.000;NO;26069
C332;100nF;C_0402_1005Metric;;14.102.500;100.797.600;;;225.000.000;NO;26069
C332;100nF;C_0402_1005Metric;;117.722.500;100.797.600;;;225.000.000;NO;26069
C332;100nF;C_0402_1005Metric;;14.102.500;58.797.500;;;225.000.000;NO;26069
C333;100nF;C_0402_1005Metric;;74.382.500;40.797.500;;;45.000.000;NO;26069
C333;100nF;C_0402_1005Metric;;143.462.500;166.797.500;;;45.000.000;NO;26069
C333;100nF;C_0402_1005Metric;;39.842.500;124.797.500;;;45.000.000;NO;26069
C333;100nF;C_0402_1005Metric;;74.382.500;124.797.500;;;45.000.000;NO;26069
C333;100nF;C_0402_1005Metric;;74.382.500;82.797.500;;;45.000.000;NO;26069
C333;100nF;C_0402_1005Metric;;143.462.500;82.797.500;;;45.000.000;NO;26069
C333;100nF;C_0402_1005Metric;;143.462.500;40.797.500;;;45.000.000;NO;26069
C333;100nF;C_0402_1005Metric;;74.382.500;166.797.500;;;45.000.000;NO;26069
C333;100nF;C_0402_1005Metric;;39.842.500;40.797.500;;;45.000.000;NO;26069
C333;100nF;C_0402_1005Metric;;108.922.500;166.797.500;;;45.000.000;NO;26069
C333;100nF;C_0402_1005Metric;;39.842.500;166.797.500;;;45.000.000;NO;26069
C333;100nF;C_0402_1005Metric;;39.842.500;82.797.500;;;45.000.000;NO;26069
C333;100nF;C_0402_1005Metric;;143.462.500;124.797.500;;;45.000.000;NO;26069
C333;100nF;C_0402_1005Metric;;108.922.500;40.797.500;;;45.000.000;NO;26069
C333;100nF;C_0402_1005Metric;;108.922.500;82.797.500;;;45.000.000;NO;26069
C333;100nF;C_0402_1005Metric;;108.922.500;124.797.500;;;45.000.000;NO;26069
C334;100nF;C_0402_1005Metric;;40.491.200;82.148.800;;;45.000.000;NO;26069
C334;100nF;C_0402_1005Metric;;144.111.200;40.148.800;;;45.000.000;NO;26069
C334;100nF;C_0402_1005Metric;;75.031.200;124.148.800;;;45.000.000;NO;26069
C334;100nF;C_0402_1005Metric;;144.111.200;124.148.800;;;45.000.000;NO;26069
C334;100nF;C_0402_1005Metric;;109.571.200;40.148.800;;;45.000.000;NO;26069
C334;100nF;C_0402_1005Metric;;109.571.200;82.148.800;;;45.000.000;NO;26069
C334;100nF;C_0402_1005Metric;;40.491.200;124.148.800;;;45.000.000;NO;26069
C334;100nF;C_0402_1005Metric;;40.491.200;40.148.800;;;45.000.000;NO;26069
C334;100nF;C_0402_1005Metric;;40.491.200;166.148.800;;;45.000.000;NO;26069
C334;100nF;C_0402_1005Metric;;75.031.200;82.148.800;;;45.000.000;NO;26069
C334;100nF;C_0402_1005Metric;;75.031.200;40.148.800;;;45.000.000;NO;26069
C334;100nF;C_0402_1005Metric;;75.031.200;166.148.800;;;45.000.000;NO;26069
C334;100nF;C_0402_1005Metric;;109.571.200;166.148.800;;;45.000.000;NO;26069
C334;100nF;C_0402_1005Metric;;144.111.200;166.148.800;;;45.000.000;NO;26069
C334;100nF;C_0402_1005Metric;;144.111.200;82.148.800;;;45.000.000;NO;26069
C334;100nF;C_0402_1005Metric;;109.571.200;124.148.800;;;45.000.000;NO;26069
C335;100nF;C_0402_1005Metric;;75.680.000;123.500.000;;;45.000.000;NO;26069
C335;100nF;C_0402_1005Metric;;110.220.000;165.500.000;;;45.000.000;NO;26069
C335;100nF;C_0402_1005Metric;;144.760.000;39.500.000;;;45.000.000;NO;26069
C335;100nF;C_0402_1005Metric;;75.680.000;81.500.000;;;45.000.000;NO;26069
C335;100nF;C_0402_1005Metric;;144.760.000;81.500.000;;;45.000.000;NO;26069
C335;100nF;C_0402_1005Metric;;41.140.000;165.500.000;;;45.000.000;NO;26069
C335;100nF;C_0402_1005Metric;;144.760.000;165.500.000;;;45.000.000;NO;26069
C335;100nF;C_0402_1005Metric;;75.680.000;165.500.000;;;45.000.000;NO;26069
C335;100nF;C_0402_1005Metric;;41.140.000;39.500.000;;;45.000.000;NO;26069
C335;100nF;C_0402_1005Metric;;144.760.000;123.500.000;;;45.000.000;NO;26069
C335;100nF;C_0402_1005Metric;;110.220.000;123.500.000;;;45.000.000;NO;26069
C335;100nF;C_0402_1005Metric;;41.140.000;123.500.000;;;45.000.000;NO;26069
C335;100nF;C_0402_1005Metric;;41.140.000;81.500.000;;;45.000.000;NO;26069
C335;100nF;C_0402_1005Metric;;75.680.000;39.500.000;;;45.000.000;NO;26069
C335;100nF;C_0402_1005Metric;;110.220.000;39.500.000;;;45.000.000;NO;26069
C335;100nF;C_0402_1005Metric;;110.220.000;81.500.000;;;45.000.000;NO;26069
C336;100nF;C_0402_1005Metric;;145.408.800;80.851.200;;;45.000.000;NO;26069
C336;100nF;C_0402_1005Metric;;76.328.800;122.851.200;;;45.000.000;NO;26069
C336;100nF;C_0402_1005Metric;;110.868.800;164.851.200;;;45.000.000;NO;26069
C336;100nF;C_0402_1005Metric;;41.788.800;164.851.200;;;45.000.000;NO;26069
C336;100nF;C_0402_1005Metric;;145.408.800;164.851.200;;;45.000.000;NO;26069
C336;100nF;C_0402_1005Metric;;110.868.800;80.851.200;;;45.000.000;NO;26069
C336;100nF;C_0402_1005Metric;;41.788.800;38.851.200;;;45.000.000;NO;26069
C336;100nF;C_0402_1005Metric;;110.868.800;38.851.200;;;45.000.000;NO;26069
C336;100nF;C_0402_1005Metric;;76.328.800;80.851.200;;;45.000.000;NO;26069
C336;100nF;C_0402_1005Metric;;76.328.800;164.851.200;;;45.000.000;NO;26069
C336;100nF;C_0402_1005Metric;;110.868.800;122.851.200;;;45.000.000;NO;26069
C336;100nF;C_0402_1005Metric;;145.408.800;122.851.200;;;45.000.000;NO;26069
C336;100nF;C_0402_1005Metric;;76.328.800;38.851.200;;;45.000.000;NO;26069
C336;100nF;C_0402_1005Metric;;41.788.800;122.851.200;;;45.000.000;NO;26069
C336;100nF;C_0402_1005Metric;;41.788.800;80.851.200;;;45.000.000;NO;26069
C336;100nF;C_0402_1005Metric;;145.408.800;38.851.200;;;45.000.000;NO;26069
C337;100nF;C_0402_1005Metric;;76.977.500;80.202.500;;;45.000.000;NO;26069
C337;100nF;C_0402_1005Metric;;76.977.500;164.202.500;;;45.000.000;NO;26069
C337;100nF;C_0402_1005Metric;;146.057.500;164.202.500;;;45.000.000;NO;26069
C337;100nF;C_0402_1005Metric;;111.517.500;122.202.500;;;45.000.000;NO;26069
C337;100nF;C_0402_1005Metric;;76.977.500;122.202.500;;;45.000.000;NO;26069
C337;100nF;C_0402_1005Metric;;146.057.500;122.202.500;;;45.000.000;NO;26069
C337;100nF;C_0402_1005Metric;;111.517.500;80.202.500;;;45.000.000;NO;26069
C337;100nF;C_0402_1005Metric;;42.437.500;122.202.500;;;45.000.000;NO;26069
C337;100nF;C_0402_1005Metric;;42.437.500;38.202.500;;;45.000.000;NO;26069
C337;100nF;C_0402_1005Metric;;111.517.500;38.202.500;;;45.000.000;NO;26069
C337;100nF;C_0402_1005Metric;;76.977.500;38.202.500;;;45.000.000;NO;26069
C337;100nF;C_0402_1005Metric;;111.517.500;164.202.500;;;45.000.000;NO;26069
C337;100nF;C_0402_1005Metric;;42.437.500;80.202.500;;;45.000.000;NO;26069
C337;100nF;C_0402_1005Metric;;146.057.500;80.202.500;;;45.000.000;NO;26069
C337;100nF;C_0402_1005Metric;;42.437.500;164.202.500;;;45.000.000;NO;26069
C337;100nF;C_0402_1005Metric;;146.057.500;38.202.500;;;45.000.000;NO;26069
C338;100nF;C_0402_1005Metric;;146.057.500;58.797.500;;;315.000.000;NO;26069
C338;100nF;C_0402_1005Metric;;76.977.500;100.797.600;;;315.000.000;NO;26069
C338;100nF;C_0402_1005Metric;;76.977.500;142.797.600;;;315.000.000;NO;26069
C338;100nF;C_0402_1005Metric;;42.437.500;16.797.500;;;315.000.000;NO;26069
C338;100nF;C_0402_1005Metric;;146.057.500;16.797.500;;;315.000.000;NO;26069
C338;100nF;C_0402_1005Metric;;42.437.500;58.797.500;;;315.000.000;NO;26069
C338;100nF;C_0402_1005Metric;;76.977.500;16.797.500;;;315.000.000;NO;26069
C338;100nF;C_0402_1005Metric;;146.057.500;142.797.600;;;315.000.000;NO;26069
C338;100nF;C_0402_1005Metric;;42.437.500;100.797.600;;;315.000.000;NO;26069
C338;100nF;C_0402_1005Metric;;42.437.500;142.797.600;;;315.000.000;NO;26069
C338;100nF;C_0402_1005Metric;;111.517.500;16.797.500;;;315.000.000;NO;26069
C338;100nF;C_0402_1005Metric;;146.057.500;100.797.600;;;315.000.000;NO;26069
C338;100nF;C_0402_1005Metric;;111.517.500;142.797.600;;;315.000.000;NO;26069
C338;100nF;C_0402_1005Metric;;76.977.500;58.797.500;;;315.000.000;NO;26069
C338;100nF;C_0402_1005Metric;;111.517.500;100.797.600;;;315.000.000;NO;26069
C338;100nF;C_0402_1005Metric;;111.517.500;58.797.500;;;315.000.000;NO;26069
C339;100nF;C_0402_1005Metric;;41.788.800;142.148.800;;;315.000.000;NO;26069
C339;100nF;C_0402_1005Metric;;41.788.800;58.148.800;;;315.000.000;NO;26069
C339;100nF;C_0402_1005Metric;;76.328.800;16.148.800;;;315.000.000;NO;26069
C339;100nF;C_0402_1005Metric;;110.868.800;16.148.800;;;315.000.000;NO;26069
C339;100nF;C_0402_1005Metric;;41.788.800;16.148.800;;;315.000.000;NO;26069
C339;100nF;C_0402_1005Metric;;110.868.800;58.148.800;;;315.000.000;NO;26069
C339;100nF;C_0402_1005Metric;;145.408.800;100.148.800;;;315.000.000;NO;26069
C339;100nF;C_0402_1005Metric;;110.868.800;100.148.800;;;315.000.000;NO;26069
C339;100nF;C_0402_1005Metric;;76.328.800;142.148.800;;;315.000.000;NO;26069
C339;100nF;C_0402_1005Metric;;76.328.800;100.148.800;;;315.000.000;NO;26069
C339;100nF;C_0402_1005Metric;;110.868.800;142.148.800;;;315.000.000;NO;26069
C339;100nF;C_0402_1005Metric;;145.408.800;58.148.800;;;315.000.000;NO;26069
C339;100nF;C_0402_1005Metric;;41.788.800;100.148.800;;;315.000.000;NO;26069
C339;100nF;C_0402_1005Metric;;76.328.800;58.148.800;;;315.000.000;NO;26069
C339;100nF;C_0402_1005Metric;;145.408.800;16.148.800;;;315.000.000;NO;26069
C339;100nF;C_0402_1005Metric;;145.408.800;142.148.800;;;315.000.000;NO;26069
C340;100nF;C_0402_1005Metric;;75.680.000;99.500.000;;;315.000.000;NO;26069
C340;100nF;C_0402_1005Metric;;110.220.000;141.500.000;;;315.000.000;NO;26069
C340;100nF;C_0402_1005Metric;;110.220.000;99.500.000;;;315.000.000;NO;26069
C340;100nF;C_0402_1005Metric;;144.760.000;57.500.000;;;315.000.000;NO;26069
C340;100nF;C_0402_1005Metric;;41.140.000;99.500.000;;;315.000.000;NO;26069
C340;100nF;C_0402_1005Metric;;75.680.000;141.500.000;;;315.000.000;NO;26069
C340;100nF;C_0402_1005Metric;;75.680.000;57.500.000;;;315.000.000;NO;26069
