REFDES;COMP_VALUE;SYM_NAME;SYM_TYPE;SYM_X;SYM_Y;SYM_CENTER_X;SYM_CENTER_Y;SYM_ROTATE;SYM_MIRROR;COMPONENT_ID
C143;1nF;C_0201_0603Metric;;27.545.000;103.035.000;;;180.000.000;YES;26088
C143;1nF;C_0201_0603Metric;;27.545.000;61.035.000;;;180.000.000;YES;26088
C143;1nF;C_0201_0603Metric;;62.085.000;145.035.000;;;180.000.000;YES;26088
C143;1nF;C_0201_0603Metric;;96.625.000;19.035.000;;;180.000.000;YES;26088
C143;1nF;C_0201_0603Metric;;131.165.000;103.035.000;;;180.000.000;YES;26088
C143;1nF;C_0201_0603Metric;;62.085.000;19.035.000;;;180.000.000;YES;26088
C143;1nF;C_0201_0603Metric;;96.625.000;103.035.000;;;180.000.000;YES;26088
C143;1nF;C_0201_0603Metric;;62.085.000;103.035.000;;;180.000.000;YES;26088
C143;1nF;C_0201_0603Metric;;131.165.000;19.035.000;;;180.000.000;YES;26088
C143;1nF;C_0201_0603Metric;;27.545.000;19.035.000;;;180.000.000;YES;26088
C143;1nF;C_0201_0603Metric;;131.165.000;61.035.000;;;180.000.000;YES;26088
C143;1nF;C_0201_0603Metric;;62.085.000;61.035.000;;;180.000.000;YES;26088
C143;1nF;C_0201_0603Metric;;131.165.000;145.035.000;;;180.000.000;YES;26088
C143;1nF;C_0201_0603Metric;;96.625.000;145.035.000;;;180.000.000;YES;26088
C143;1nF;C_0201_0603Metric;;96.625.000;61.035.000;;;180.000.000;YES;26088
C143;1nF;C_0201_0603Metric;;27.545.000;145.035.000;;;180.000.000;YES;26088
C144;100nF;C_0201_0603Metric;;98.075.000;18.495.000;;;180.000.000;YES;26069
C144;100nF;C_0201_0603Metric;;98.075.000;144.495.000;;;180.000.000;YES;26069
C144;100nF;C_0201_0603Metric;;98.075.000;102.495.000;;;180.000.000;YES;26069
C144;100nF;C_0201_0603Metric;;28.995.000;18.495.000;;;180.000.000;YES;26069
C144;100nF;C_0201_0603Metric;;132.615.000;102.495.000;;;180.000.000;YES;26069
C144;100nF;C_0201_0603Metric;;63.535.000;18.495.000;;;180.000.000;YES;26069
C144;100nF;C_0201_0603Metric;;63.535.000;60.495.000;;;180.000.000;YES;26069
C144;100nF;C_0201_0603Metric;;28.995.000;102.495.000;;;180.000.000;YES;26069
C144;100nF;C_0201_0603Metric;;132.615.000;18.495.000;;;180.000.000;YES;26069
C144;100nF;C_0201_0603Metric;;28.995.000;60.495.000;;;180.000.000;YES;26069
C144;100nF;C_0201_0603Metric;;63.535.000;102.495.000;;;180.000.000;YES;26069
C144;100nF;C_0201_0603Metric;;63.535.000;144.495.000;;;180.000.000;YES;26069
C144;100nF;C_0201_0603Metric;;132.615.000;144.495.000;;;180.000.000;YES;26069
C144;100nF;C_0201_0603Metric;;28.995.000;144.495.000;;;180.000.000;YES;26069
C144;100nF;C_0201_0603Metric;;98.075.000;60.495.000;;;180.000.000;YES;26069
C144;100nF;C_0201_0603Metric;;132.615.000;60.495.000;;;180.000.000;YES;26069
C145;1pF;C_0201_0603Metric;;131.165.000;18.495.000;;;180.000.000;YES;25983
C145;1pF;C_0201_0603Metric;;131.165.000;102.495.000;;;180.000.000;YES;25983
C145;1pF;C_0201_0603Metric;;131.165.000;60.495.000;;;180.000.000;YES;25983
C145;1pF;C_0201_0603Metric;;96.625.000;18.495.000;;;180.000.000;YES;25983
C145;1pF;C_0201_0603Metric;;96.625.000;144.495.000;;;180.000.000;YES;25983
C145;1pF;C_0201_0603Metric;;62.085.000;102.495.000;;;180.000.000;YES;25983
C145;1pF;C_0201_0603Metric;;62.085.000;60.495.000;;;180.000.000;YES;25983
C145;1pF;C_0201_0603Metric;;96.625.000;102.495.000;;;180.000.000;YES;25983
C145;1pF;C_0201_0603Metric;;27.545.000;60.495.000;;;180.000.000;YES;25983
C145;1pF;C_0201_0603Metric;;62.085.000;144.495.000;;;180.000.000;YES;25983
C145;1pF;C_0201_0603Metric;;131.165.000;144.495.000;;;180.000.000;YES;25983
C145;1pF;C_0201_0603Metric;;27.545.000;18.495.000;;;180.000.000;YES;25983
C145;1pF;C_0201_0603Metric;;96.625.000;60.495.000;;;180.000.000;YES;25983
C145;1pF;C_0201_0603Metric;;62.085.000;18.495.000;;;180.000.000;YES;25983
C145;1pF;C_0201_0603Metric;;27.545.000;144.495.000;;;180.000.000;YES;25983
C145;1pF;C_0201_0603Metric;;27.545.000;102.495.000;;;180.000.000;YES;25983
C146;1nF;C_0201_0603Metric;;98.075.000;16.045.000;;;180.000.000;YES;26088
C146;1nF;C_0201_0603Metric;;63.535.000;16.045.000;;;180.000.000;YES;26088
C146;1nF;C_0201_0603Metric;;28.995.000;16.045.000;;;180.000.000;YES;26088
C146;1nF;C_0201_0603Metric;;28.995.000;100.045.000;;;180.000.000;YES;26088
C146;1nF;C_0201_0603Metric;;28.995.000;58.045.000;;;180.000.000;YES;26088
C146;1nF;C_0201_0603Metric;;98.075.000;58.045.000;;;180.000.000;YES;26088
C146;1nF;C_0201_0603Metric;;63.535.000;100.045.000;;;180.000.000;YES;26088
C146;1nF;C_0201_0603Metric;;28.995.000;142.045.000;;;180.000.000;YES;26088
C146;1nF;C_0201_0603Metric;;63.535.000;142.045.000;;;180.000.000;YES;26088
C146;1nF;C_0201_0603Metric;;132.615.000;142.045.000;;;180.000.000;YES;26088
C146;1nF;C_0201_0603Metric;;132.615.000;58.045.000;;;180.000.000;YES;26088
C146;1nF;C_0201_0603Metric;;63.535.000;58.045.000;;;180.000.000;YES;26088
C146;1nF;C_0201_0603Metric;;132.615.000;100.045.000;;;180.000.000;YES;26088
C146;1nF;C_0201_0603Metric;;98.075.000;142.045.000;;;180.000.000;YES;26088
C146;1nF;C_0201_0603Metric;;132.615.000;16.045.000;;;180.000.000;YES;26088
C146;1nF;C_0201_0603Metric;;98.075.000;100.045.000;;;180.000.000;YES;26088
C147;1pF;C_0201_0603Metric;;96.625.000;16.045.000;;;180.000.000;YES;25983
C147;1pF;C_0201_0603Metric;;62.085.000;100.045.000;;;180.000.000;YES;25983
C147;1pF;C_0201_0603Metric;;131.165.000;142.045.000;;;180.000.000;YES;25983
C147;1pF;C_0201_0603Metric;;27.545.000;100.045.000;;;180.000.000;YES;25983
C147;1pF;C_0201_0603Metric;;27.545.000;16.045.000;;;180.000.000;YES;25983
C147;1pF;C_0201_0603Metric;;96.625.000;142.045.000;;;180.000.000;YES;25983
C147;1pF;C_0201_0603Metric;;131.165.000;58.045.000;;;180.000.000;YES;25983
C147;1pF;C_0201_0603Metric;;96.625.000;58.045.000;;;180.000.000;YES;25983
C147;1pF;C_0201_0603Metric;;131.165.000;16.045.000;;;180.000.000;YES;25983
C147;1pF;C_0201_0603Metric;;131.165.000;100.045.000;;;180.000.000;YES;25983
C147;1pF;C_0201_0603Metric;;62.085.000;16.045.000;;;180.000.000;YES;25983
C147;1pF;C_0201_0603Metric;;62.085.000;58.045.000;;;180.000.000;YES;25983
C147;1pF;C_0201_0603Metric;;27.545.000;58.045.000;;;180.000.000;YES;25983
C147;1pF;C_0201_0603Metric;;62.085.000;142.045.000;;;180.000.000;YES;25983
C147;1pF;C_0201_0603Metric;;96.625.000;100.045.000;;;180.000.000;YES;25983
C147;1pF;C_0201_0603Metric;;27.545.000;142.045.000;;;180.000.000;YES;25983
C148;1nF;C_0201_0603Metric;;83.825.000;107.265.000;;;180.000.000;YES;26088
C148;1nF;C_0201_0603Metric;;14.745.000;23.265.000;;;180.000.000;YES;26088
C148;1nF;C_0201_0603Metric;;83.825.000;149.265.000;;;180.000.000;YES;26088
C148;1nF;C_0201_0603Metric;;14.745.000;107.265.000;;;180.000.000;YES;26088
C148;1nF;C_0201_0603Metric;;49.285.000;149.265.000;;;180.000.000;YES;26088
C148;1nF;C_0201_0603Metric;;118.365.000;65.265.000;;;180.000.000;YES;26088
C148;1nF;C_0201_0603Metric;;49.285.000;65.265.000;;;180.000.000;YES;26088
C148;1nF;C_0201_0603Metric;;14.745.000;65.265.000;;;180.000.000;YES;26088
C148;1nF;C_0201_0603Metric;;118.365.000;107.265.000;;;180.000.000;YES;26088
C148;1nF;C_0201_0603Metric;;49.285.000;107.265.000;;;180.000.000;YES;26088
C148;1nF;C_0201_0603Metric;;83.825.000;23.265.000;;;180.000.000;YES;26088
C148;1nF;C_0201_0603Metric;;49.285.000;23.265.000;;;180.000.000;YES;26088
C148;1nF;C_0201_0603Metric;;83.825.000;65.265.000;;;180.000.000;YES;26088
C148;1nF;C_0201_0603Metric;;14.745.000;149.265.000;;;180.000.000;YES;26088
C148;1nF;C_0201_0603Metric;;118.365.000;149.265.000;;;180.000.000;YES;26088
C148;1nF;C_0201_0603Metric;;118.365.000;23.265.000;;;180.000.000;YES;26088
C149;100nF;C_0201_0603Metric;;16.195.000;106.725.000;;;180.000.000;YES;26069
C149;100nF;C_0201_0603Metric;;85.275.000;22.725.000;;;180.000.000;YES;26069
C149;100nF;C_0201_0603Metric;;119.815.000;64.725.000;;;180.000.000;YES;26069
C149;100nF;C_0201_0603Metric;;50.735.000;148.725.000;;;180.000.000;YES;26069
C149;100nF;C_0201_0603Metric;;50.735.000;64.725.000;;;180.000.000;YES;26069
C149;100nF;C_0201_0603Metric;;85.275.000;64.725.000;;;180.000.000;YES;26069
C149;100nF;C_0201_0603Metric;;16.195.000;148.725.000;;;180.000.000;YES;26069
C149;100nF;C_0201_0603Metric;;119.815.000;106.725.000;;;180.000.000;YES;26069
C149;100nF;C_0201_0603Metric;;16.195.000;64.725.000;;;180.000.000;YES;26069
C149;100nF;C_0201_0603Metric;;16.195.000;22.725.000;;;180.000.000;YES;26069
C149;100nF;C_0201_0603Metric;;119.815.000;22.725.000;;;180.000.000;YES;26069
C149;100nF;C_0201_0603Metric;;119.815.000;148.725.000;;;180.000.000;YES;26069
C149;100nF;C_0201_0603Metric;;85.275.000;106.725.000;;;180.000.000;YES;26069
C149;100nF;C_0201_0603Metric;;50.735.000;106.725.000;;;180.000.000;YES;26069
C149;100nF;C_0201_0603Metric;;50.735.000;22.725.000;;;180.000.000;YES;26069
C149;100nF;C_0201_0603Metric;;85.275.000;148.725.000;;;180.000.000;YES;26069
C150;1pF;C_0201_0603Metric;;118.365.000;106.725.000;;;180.000.000;YES;25983
C150;1pF;C_0201_0603Metric;;14.745.000;64.725.000;;;180.000.000;YES;25983
C150;1pF;C_0201_0603Metric;;14.745.000;106.725.000;;;180.000.000;YES;25983
C150;1pF;C_0201_0603Metric;;83.825.000;106.725.000;;;180.000.000;YES;25983
C150;1pF;C_0201_0603Metric;;118.365.000;22.725.000;;;180.000.000;YES;25983
C150;1pF;C_0201_0603Metric;;83.825.000;64.725.000;;;180.000.000;YES;25983
C150;1pF;C_0201_0603Metric;;49.285.000;22.725.000;;;180.000.000;YES;25983
C150;1pF;C_0201_0603Metric;;83.825.000;22.725.000;;;180.000.000;YES;25983
C150;1pF;C_0201_0603Metric;;118.365.000;148.725.000;;;180.000.000;YES;25983
C150;1pF;C_0201_0603Metric;;118.365.000;64.725.000;;;180.000.000;YES;25983
C150;1pF;C_0201_0603Metric;;49.285.000;148.725.000;;;180.000.000;YES;25983
C150;1pF;C_0201_0603Metric;;14.745.000;148.725.000;;;180.000.000;YES;25983
C150;1pF;C_0201_0603Metric;;14.745.000;22.725.000;;;180.000.000;YES;25983
C150;1pF;C_0201_0603Metric;;49.285.000;64.725.000;;;180.000.000;YES;25983
C150;1pF;C_0201_0603Metric;;83.825.000;148.725.000;;;180.000.000;YES;25983
C150;1pF;C_0201_0603Metric;;49.285.000;106.725.000;;;180.000.000;YES;25983
C151;1nF;C_0201_0603Metric;;85.275.000;62.275.000;;;180.000.000;YES;26088
C151;1nF;C_0201_0603Metric;;16.195.000;20.275.000;;;180.000.000;YES;26088
C151;1nF;C_0201_0603Metric;;119.815.000;104.275.000;;;180.000.000;YES;26088
C151;1nF;C_0201_0603Metric;;16.195.000;62.275.000;;;180.000.000;YES;26088
C151;1nF;C_0201_0603Metric;;50.735.000;104.275.000;;;180.000.000;YES;26088
C151;1nF;C_0201_0603Metric;;50.735.000;62.275.000;;;180.000.000;YES;26088
C151;1nF;C_0201_0603Metric;;50.735.000;20.275.000;;;180.000.000;YES;26088
C151;1nF;C_0201_0603Metric;;85.275.000;104.275.000;;;180.000.000;YES;26088
C151;1nF;C_0201_0603Metric;;119.815.000;62.275.000;;;180.000.000;YES;26088
C151;1nF;C_0201_0603Metric;;119.815.000;146.275.000;;;180.000.000;YES;26088
C151;1nF;C_0201_0603Metric;;16.195.000;146.275.000;;;180.000.000;YES;26088
C151;1nF;C_0201_0603Metric;;119.815.000;20.275.000;;;180.000.000;YES;26088
C151;1nF;C_0201_0603Metric;;85.275.000;20.275.000;;;180.000.000;YES;26088
C151;1nF;C_0201_0603Metric;;50.735.000;146.275.000;;;180.000.000;YES;26088
C151;1nF;C_0201_0603Metric;;16.195.000;104.275.000;;;180.000.000;YES;26088
C151;1nF;C_0201_0603Metric;;85.275.000;146.275.000;;;180.000.000;YES;26088
C152;1pF;C_0201_0603Metric;;14.745.000;20.275.000;;;180.000.000;YES;25983
C152;1pF;C_0201_0603Metric;;83.825.000;20.275.000;;;180.000.000;YES;25983
C152;1pF;C_0201_0603Metric;;118.365.000;20.275.000;;;180.000.000;YES;25983
C152;1pF;C_0201_0603Metric;;83.825.000;146.275.000;;;180.000.000;YES;25983
C152;1pF;C_0201_0603Metric;;118.365.000;62.275.000;;;180.000.000;YES;25983
C152;1pF;C_0201_0603Metric;;83.825.000;104.275.000;;;180.000.000;YES;25983
C152;1pF;C_0201_0603Metric;;49.285.000;146.275.000;;;180.000.000;YES;25983
C152;1pF;C_0201_0603Metric;;83.825.000;62.275.000;;;180.000.000;YES;25983
C152;1pF;C_0201_0603Metric;;14.745.000;146.275.000;;;180.000.000;YES;25983
C152;1pF;C_0201_0603Metric;;118.365.000;104.275.000;;;180.000.000;YES;25983
C152;1pF;C_0201_0603Metric;;14.745.000;104.275.000;;;180.000.000;YES;25983
C152;1pF;C_0201_0603Metric;;49.285.000;20.275.000;;;180.000.000;YES;25983
C152;1pF;C_0201_0603Metric;;14.745.000;62.275.000;;;180.000.000;YES;25983
C152;1pF;C_0201_0603Metric;;118.365.000;146.275.000;;;180.000.000;YES;25983
C152;1pF;C_0201_0603Metric;;49.285.000;62.275.000;;;180.000.000;YES;25983
C152;1pF;C_0201_0603Metric;;49.285.000;104.275.000;;;180.000.000;YES;25983
C153;1nF;C_0201_0603Metric;;134.365.000;19.035.000;;;180.000.000;YES;26088
C153;1nF;C_0201_0603Metric;;30.745.000;145.035.000;;;180.000.000;YES;26088
C153;1nF;C_0201_0603Metric;;65.285.000;145.035.000;;;180.000.000;YES;26088
C153;1nF;C_0201_0603Metric;;65.285.000;19.035.000;;;180.000.000;YES;26088
C153;1nF;C_0201_0603Metric;;99.825.000;19.035.000;;;180.000.000;YES;26088
C153;1nF;C_0201_0603Metric;;30.745.000;103.035.000;;;180.000.000;YES;26088
C153;1nF;C_0201_0603Metric;;134.365.000;145.035.000;;;180.000.000;YES;26088
C153;1nF;C_0201_0603Metric;;30.745.000;61.035.000;;;180.000.000;YES;26088
C153;1nF;C_0201_0603Metric;;134.365.000;103.035.000;;;180.000.000;YES;26088
C153;1nF;C_0201_0603Metric;;65.285.000;103.035.000;;;180.000.000;YES;26088
C153;1nF;C_0201_0603Metric;;99.825.000;103.035.000;;;180.000.000;YES;26088
C153;1nF;C_0201_0603Metric;;134.365.000;61.035.000;;;180.000.000;YES;26088
C153;1nF;C_0201_0603Metric;;30.745.000;19.035.000;;;180.000.000;YES;26088
C153;1nF;C_0201_0603Metric;;65.285.000;61.035.000;;;180.000.000;YES;26088
C153;1nF;C_0201_0603Metric;;99.825.000;61.035.000;;;180.000.000;YES;26088
C153;1nF;C_0201_0603Metric;;99.825.000;145.035.000;;;180.000.000;YES;26088
C154;100nF;C_0201_0603Metric;;32.195.000;102.495.000;;;180.000.000;YES;26069
C154;100nF;C_0201_0603Metric;;135.815.000;144.495.000;;;180.000.000;YES;26069
C154;100nF;C_0201_0603Metric;;101.275.000;144.495.000;;;180.000.000;YES;26069
C154;100nF;C_0201_0603Metric;;135.815.000;18.495.000;;;180.000.000;YES;26069
C154;100nF;C_0201_0603Metric;;66.735.000;18.495.000;;;180.000.000;YES;26069
C154;100nF;C_0201_0603Metric;;32.195.000;60.495.000;;;180.000.000;YES;26069
C154;100nF;C_0201_0603Metric;;135.815.000;102.495.000;;;180.000.000;YES;26069
C154;100nF;C_0201_0603Metric;;32.195.000;144.495.000;;;180.000.000;YES;26069
C154;100nF;C_0201_0603Metric;;135.815.000;60.495.000;;;180.000.000;YES;26069
C154;100nF;C_0201_0603Metric;;66.735.000;144.495.000;;;180.000.000;YES;26069
C154;100nF;C_0201_0603Metric;;101.275.000;102.495.000;;;180.000.000;YES;26069
C154;100nF;C_0201_0603Metric;;66.735.000;102.495.000;;;180.000.000;YES;26069
C154;100nF;C_0201_0603Metric;;66.735.000;60.495.000;;;180.000.000;YES;26069
C154;100nF;C_0201_0603Metric;;32.195.000;18.495.000;;;180.000.000;YES;26069
C154;100nF;C_0201_0603Metric;;101.275.000;18.495.000;;;180.000.000;YES;26069
C154;100nF;C_0201_0603Metric;;101.275.000;60.495.000;;;180.000.000;YES;26069
C155;1pF;C_0201_0603Metric;;30.745.000;144.495.000;;;180.000.000;YES;25983
C155;1pF;C_0201_0603Metric;;30.745.000;102.495.000;;;180.000.000;YES;25983
C155;1pF;C_0201_0603Metric;;30.745.000;60.495.000;;;180.000.000;YES;25983
C155;1pF;C_0201_0603Metric;;99.825.000;102.495.000;;;180.000.000;YES;25983
C155;1pF;C_0201_0603Metric;;99.825.000;144.495.000;;;180.000.000;YES;25983
C155;1pF;C_0201_0603Metric;;65.285.000;144.495.000;;;180.000.000;YES;25983
C155;1pF;C_0201_0603Metric;;65.285.000;18.495.000;;;180.000.000;YES;25983
C155;1pF;C_0201_0603Metric;;99.825.000;18.495.000;;;180.000.000;YES;25983
C155;1pF;C_0201_0603Metric;;65.285.000;60.495.000;;;180.000.000;YES;25983
C155;1pF;C_0201_0603Metric;;134.365.000;102.495.000;;;180.000.000;YES;25983
C155;1pF;C_0201_0603Metric;;134.365.000;18.495.000;;;180.000.000;YES;25983
C155;1pF;C_0201_0603Metric;;30.745.000;18.495.000;;;180.000.000;YES;25983
C155;1pF;C_0201_0603Metric;;65.285.000;102.495.000;;;180.000.000;YES;25983
C155;1pF;C_0201_0603Metric;;134.365.000;144.495.000;;;180.000.000;YES;25983
C155;1pF;C_0201_0603Metric;;99.825.000;60.495.000;;;180.000.000;YES;25983
C155;1pF;C_0201_0603Metric;;134.365.000;60.495.000;;;180.000.000;YES;25983
C156;1nF;C_0201_0603Metric;;32.195.000;58.045.000;;;180.000.000;YES;26088
C156;1nF;C_0201_0603Metric;;66.735.000;58.045.000;;;180.000.000;YES;26088
C156;1nF;C_0201_0603Metric;;101.275.000;142.045.000;;;180.000.000;YES;26088
C156;1nF;C_0201_0603Metric;;32.195.000;100.045.000;;;180.000.000;YES;26088
C156;1nF;C_0201_0603Metric;;135.815.000;16.045.000;;;180.000.000;YES;26088
C156;1nF;C_0201_0603Metric;;135.815.000;142.045.000;;;180.000.000;YES;26088
C156;1nF;C_0201_0603Metric;;32.195.000;142.045.000;;;180.000.000;YES;26088
C156;1nF;C_0201_0603Metric;;32.195.000;16.045.000;;;180.000.000;YES;26088
C156;1nF;C_0201_0603Metric;;135.815.000;58.045.000;;;180.000.000;YES;26088
C156;1nF;C_0201_0603Metric;;66.735.000;16.045.000;;;180.000.000;YES;26088
C156;1nF;C_0201_0603Metric;;101.275.000;16.045.000;;;180.000.000;YES;26088
C156;1nF;C_0201_0603Metric;;101.275.000;100.045.000;;;180.000.000;YES;26088
C156;1nF;C_0201_0603Metric;;66.735.000;100.045.000;;;180.000.000;YES;26088
C156;1nF;C_0201_0603Metric;;66.735.000;142.045.000;;;180.000.000;YES;26088
C156;1nF;C_0201_0603Metric;;101.275.000;58.045.000;;;180.000.000;YES;26088
C156;1nF;C_0201_0603Metric;;135.815.000;100.045.000;;;180.000.000;YES;26088
C157;1pF;C_0201_0603Metric;;134.365.000;100.045.000;;;180.000.000;YES;25983
C157;1pF;C_0201_0603Metric;;99.825.000;16.045.000;;;180.000.000;YES;25983
C157;1pF;C_0201_0603Metric;;65.285.000;100.045.000;;;180.000.000;YES;25983
C157;1pF;C_0201_0603Metric;;134.365.000;58.045.000;;;180.000.000;YES;25983
C157;1pF;C_0201_0603Metric;;99.825.000;100.045.000;;;180.000.000;YES;25983
C157;1pF;C_0201_0603Metric;;134.365.000;16.045.000;;;180.000.000;YES;25983
C157;1pF;C_0201_0603Metric;;30.745.000;142.045.000;;;180.000.000;YES;25983
C157;1pF;C_0201_0603Metric;;65.285.000;16.045.000;;;180.000.000;YES;25983
C157;1pF;C_0201_0603Metric;;99.825.000;142.045.000;;;180.000.000;YES;25983
C157;1pF;C_0201_0603Metric;;30.745.000;58.045.000;;;180.000.000;YES;25983
C157;1pF;C_0201_0603Metric;;30.745.000;16.045.000;;;180.000.000;YES;25983
C157;1pF;C_0201_0603Metric;;65.285.000;58.045.000;;;180.000.000;YES;25983
C157;1pF;C_0201_0603Metric;;65.285.000;142.045.000;;;180.000.000;YES;25983
C157;1pF;C_0201_0603Metric;;30.745.000;100.045.000;;;180.000.000;YES;25983
C157;1pF;C_0201_0603Metric;;134.365.000;142.045.000;;;180.000.000;YES;25983
C157;1pF;C_0201_0603Metric;;99.825.000;58.045.000;;;180.000.000;YES;25983
C158;1nF;C_0201_0603Metric;;135.815.000;73.735.000;;;0.000000;YES;26088
C158;1nF;C_0201_0603Metric;;101.275.000;31.735.000;;;0.000000;YES;26088
C158;1nF;C_0201_0603Metric;;101.275.000;73.735.000;;;0.000000;YES;26088
C158;1nF;C_0201_0603Metric;;135.815.000;31.735.000;;;0.000000;YES;26088
C158;1nF;C_0201_0603Metric;;32.195.000;31.735.000;;;0.000000;YES;26088
C158;1nF;C_0201_0603Metric;;101.275.000;115.735.000;;;0.000000;YES;26088
C158;1nF;C_0201_0603Metric;;32.195.000;73.735.000;;;0.000000;YES;26088
C158;1nF;C_0201_0603Metric;;66.735.000;73.735.000;;;0.000000;YES;26088
C158;1nF;C_0201_0603Metric;;135.815.000;115.735.000;;;0.000000;YES;26088
C158;1nF;C_0201_0603Metric;;32.195.000;157.735.000;;;0.000000;YES;26088
C158;1nF;C_0201_0603Metric;;101.275.000;157.735.000;;;0.000000;YES;26088
C158;1nF;C_0201_0603Metric;;66.735.000;157.735.000;;;0.000000;YES;26088
C158;1nF;C_0201_0603Metric;;66.735.000;115.735.000;;;0.000000;YES;26088
C158;1nF;C_0201_0603Metric;;32.195.000;115.735.000;;;0.000000;YES;26088
C158;1nF;C_0201_0603Metric;;66.735.000;31.735.000;;;0.000000;YES;26088
C158;1nF;C_0201_0603Metric;;135.815.000;157.735.000;;;0.000000;YES;26088
C159;100nF;C_0201_0603Metric;;99.825.000;74.275.000;;;0.000000;YES;26069
C159;100nF;C_0201_0603Metric;;134.365.000;158.275.000;;;0.000000;YES;26069
C159;100nF;C_0201_0603Metric;;65.285.000;32.275.000;;;0.000000;YES;26069
C159;100nF;C_0201_0603Metric;;99.825.000;116.275.000;;;0.000000;YES;26069
C159;100nF;C_0201_0603Metric;;65.285.000;74.275.000;;;0.000000;YES;26069
C159;100nF;C_0201_0603Metric;;30.745.000;74.275.000;;;0.000000;YES;26069
C159;100nF;C_0201_0603Metric;;134.365.000;32.275.000;;;0.000000;YES;26069
C159;100nF;C_0201_0603Metric;;30.745.000;158.275.000;;;0.000000;YES;26069
C159;100nF;C_0201_0603Metric;;99.825.000;32.275.000;;;0.000000;YES;26069
C159;100nF;C_0201_0603Metric;;30.745.000;116.275.000;;;0.000000;YES;26069
C159;100nF;C_0201_0603Metric;;134.365.000;74.275.000;;;0.000000;YES;26069
C159;100nF;C_0201_0603Metric;;30.745.000;32.275.000;;;0.000000;YES;26069
C159;100nF;C_0201_0603Metric;;65.285.000;116.275.000;;;0.000000;YES;26069
C159;100nF;C_0201_0603Metric;;65.285.000;158.275.000;;;0.000000;YES;26069
C159;100nF;C_0201_0603Metric;;99.825.000;158.275.000;;;0.000000;YES;26069
C159;100nF;C_0201_0603Metric;;134.365.000;116.275.000;;;0.000000;YES;26069
C160;1pF;C_0201_0603Metric;;32.195.000;158.275.000;;;0.000000;YES;25983
C160;1pF;C_0201_0603Metric;;135.815.000;158.275.000;;;0.000000;YES;25983
C160;1pF;C_0201_0603Metric;;101.275.000;74.275.000;;;0.000000;YES;25983
C160;1pF;C_0201_0603Metric;;135.815.000;116.275.000;;;0.000000;YES;25983
C160;1pF;C_0201_0603Metric;;66.735.000;74.275.000;;;0.000000;YES;25983
C160;1pF;C_0201_0603Metric;;32.195.000;32.275.000;;;0.000000;YES;25983
C160;1pF;C_0201_0603Metric;;66.735.000;116.275.000;;;0.000000;YES;25983
C160;1pF;C_0201_0603Metric;;101.275.000;32.275.000;;;0.000000;YES;25983
C160;1pF;C_0201_0603Metric;;135.815.000;32.275.000;;;0.000000;YES;25983
C160;1pF;C_0201_0603Metric;;32.195.000;116.275.000;;;0.000000;YES;25983
C160;1pF;C_0201_0603Metric;;101.275.000;116.275.000;;;0.000000;YES;25983
C160;1pF;C_0201_0603Metric;;66.735.000;32.275.000;;;0.000000;YES;25983
C160;1pF;C_0201_0603Metric;;101.275.000;158.275.000;;;0.000000;YES;25983
C160;1pF;C_0201_0603Metric;;66.735.000;158.275.000;;;0.000000;YES;25983
C160;1pF;C_0201_0603Metric;;135.815.000;74.275.000;;;0.000000;YES;25983
C160;1pF;C_0201_0603Metric;;32.195.000;74.275.000;;;0.000000;YES;25983
C161;1nF;C_0201_0603Metric;;134.365.000;76.725.000;;;0.000000;YES;26088
C161;1nF;C_0201_0603Metric;;134.365.000;34.725.000;;;0.000000;YES;26088
C161;1nF;C_0201_0603Metric;;99.825.000;76.725.000;;;0.000000;YES;26088
C161;1nF;C_0201_0603Metric;;30.745.000;160.725.000;;;0.000000;YES;26088
C161;1nF;C_0201_0603Metric;;134.365.000;118.725.000;;;0.000000;YES;26088
C161;1nF;C_0201_0603Metric;;99.825.000;160.725.000;;;0.000000;YES;26088
C161;1nF;C_0201_0603Metric;;65.285.000;160.725.000;;;0.000000;YES;26088
C161;1nF;C_0201_0603Metric;;99.825.000;118.725.000;;;0.000000;YES;26088
C161;1nF;C_0201_0603Metric;;134.365.000;160.725.000;;;0.000000;YES;26088
C161;1nF;C_0201_0603Metric;;65.285.000;76.725.000;;;0.000000;YES;26088
C161;1nF;C_0201_0603Metric;;65.285.000;34.725.000;;;0.000000;YES;26088
C161;1nF;C_0201_0603Metric;;30.745.000;76.725.000;;;0.000000;YES;26088
C161;1nF;C_0201_0603Metric;;99.825.000;34.725.000;;;0.000000;YES;26088
C161;1nF;C_0201_0603Metric;;30.745.000;118.725.000;;;0.000000;YES;26088
C161;1nF;C_0201_0603Metric;;65.285.000;118.725.000;;;0.000000;YES;26088
C161;1nF;C_0201_0603Metric;;30.745.000;34.725.000;;;0.000000;YES;26088
C162;1pF;C_0201_0603Metric;;135.815.000;118.725.000;;;0.000000;YES;25983
C162;1pF;C_0201_0603Metric;;32.195.000;160.725.000;;;0.000000;YES;25983
C162;1pF;C_0201_0603Metric;;32.195.000;118.725.000;;;0.000000;YES;25983
C162;1pF;C_0201_0603Metric;;135.815.000;160.725.000;;;0.000000;YES;25983
C162;1pF;C_0201_0603Metric;;101.275.000;76.725.000;;;0.000000;YES;25983
C162;1pF;C_0201_0603Metric;;101.275.000;118.725.000;;;0.000000;YES;25983
