Step,ToT (s)
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,2.40118e-10
77,3.46869e-10
78,4.27454e-10
79,4.94844e-10
80,5.53753e-10
81,6.06516e-10
82,6.54602e-10
83,6.98981e-10
84,7.40393e-10
85,7.7938e-10
86,8.16315e-10
87,8.51498e-10
88,8.85131e-10
89,9.1738e-10
90,9.48344e-10
91,9.78116e-10
92,1.00679e-09
93,1.03444e-09
94,1.06114e-09
95,1.08693e-09
96,1.11192e-09
97,1.13617e-09
98,1.15971e-09
99,1.18265e-09
100,1.20499e-09
101,1.22682e-09
102,1.24815e-09
103,1.26902e-09
104,1.28948e-09
105,1.30953e-09
106,1.32919e-09
107,1.3485e-09
108,1.36745e-09
109,1.38604e-09
110,1.40429e-09
111,1.42219e-09
112,1.43977e-09
113,1.45702e-09
114,1.47393e-09
115,1.49052e-09
116,1.50679e-09
117,1.52276e-09
118,1.53842e-09
119,1.5538e-09
120,1.56889e-09
121,1.58373e-09
122,1.5983e-09
123,1.61264e-09
124,1.62673e-09
125,1.64061e-09
126,1.65427e-09
127,1.66773e-09
128,1.68101e-09
129,1.6941e-09
130,1.70702e-09
131,1.71977e-09
132,1.73237e-09
133,1.74482e-09
134,1.75713e-09
135,1.7693e-09
136,1.78134e-09
137,1.79326e-09
138,1.80506e-09
139,1.81674e-09
140,1.8283e-09
141,1.83976e-09
142,1.85111e-09
143,1.86235e-09
144,1.87349e-09
145,1.88452e-09
146,1.89545e-09
147,1.90627e-09
148,1.91698e-09
149,1.9276e-09
150,1.93809e-09
151,1.94848e-09
152,1.95876e-09
153,1.96892e-09
154,1.97898e-09
155,1.98891e-09
156,1.99874e-09
157,2.00844e-09
158,2.01804e-09
159,2.0275e-09
160,2.03688e-09
161,2.04611e-09
162,2.05526e-09
163,2.06427e-09
164,2.0732e-09
165,2.08199e-09
166,2.09071e-09
167,2.09929e-09
168,2.10779e-09
169,2.11618e-09
170,2.12448e-09
171,2.1327e-09
172,2.1408e-09
173,2.14884e-09
174,2.15677e-09
175,2.16463e-09
176,2.17241e-09
177,2.18009e-09
178,2.18771e-09
