Step,ToT (s)
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,1.5251e-10
56,2.83686e-10
57,3.70721e-10
58,4.40205e-10
59,4.99531e-10
60,5.5203e-10
61,5.9963e-10
62,6.43525e-10
63,6.84417e-10
64,7.22795e-10
65,7.58997e-10
66,7.93255e-10
67,8.25816e-10
68,8.568e-10
69,8.86414e-10
70,9.14808e-10
71,9.42108e-10
72,9.68424e-10
73,9.93874e-10
74,1.01855e-09
75,1.0425e-09
76,1.06581e-09
77,1.08851e-09
78,1.11064e-09
79,1.13222e-09
80,1.1533e-09
81,1.17386e-09
82,1.19392e-09
83,1.21354e-09
84,1.23267e-09
85,1.25135e-09
86,1.2696e-09
87,1.28742e-09
88,1.30485e-09
89,1.32188e-09
90,1.33855e-09
91,1.35486e-09
92,1.37084e-09
93,1.38651e-09
94,1.40189e-09
95,1.41698e-09
96,1.43181e-09
97,1.44639e-09
98,1.46074e-09
99,1.47485e-09
100,1.48876e-09
101,1.50247e-09
102,1.51599e-09
103,1.52932e-09
104,1.54247e-09
105,1.55546e-09
106,1.56829e-09
107,1.58096e-09
108,1.59347e-09
109,1.60583e-09
110,1.61805e-09
111,1.63012e-09
112,1.64204e-09
113,1.65382e-09
114,1.66545e-09
115,1.67694e-09
116,1.68829e-09
117,1.69948e-09
118,1.71054e-09
119,1.72145e-09
120,1.7322e-09
121,1.74283e-09
122,1.7533e-09
123,1.76363e-09
124,1.77383e-09
125,1.78387e-09
126,1.7938e-09
127,1.80356e-09
128,1.81322e-09
129,1.82273e-09
130,1.83213e-09
131,1.84138e-09
132,1.85054e-09
133,1.85956e-09
134,1.86849e-09
135,1.87729e-09
136,1.88599e-09
137,1.89458e-09
138,1.90307e-09
139,1.91148e-09
140,1.91977e-09
141,1.92798e-09
142,1.9361e-09
143,1.94413e-09
144,1.95208e-09
145,1.95994e-09
146,1.96773e-09
147,1.97544e-09
148,1.98307e-09
149,1.99063e-09
150,1.99812e-09
151,2.00554e-09
152,2.0129e-09
153,2.02019e-09
154,2.02741e-09
155,2.03458e-09
156,2.04169e-09
157,2.04873e-09
158,2.05573e-09
159,2.06266e-09
160,2.06954e-09
161,2.07638e-09
162,2.08316e-09
163,2.08989e-09
164,2.09657e-09
165,2.1032e-09
166,2.10979e-09
167,2.11633e-09
168,2.12282e-09
169,2.12928e-09
