Time;Channel B
(ns);(mV)

-500,25000588;1,57480300
-500,05000587;0,00000000
-499,85000587;0,00000000
-499,65000587;0,00000000
-499,45000587;0,00000000
-499,25000586;0,00000000
-499,05000586;0,00000000
-498,85000586;0,00000000
-498,65000585;1,57480300
-498,45000585;1,57480300
-498,25000585;0,00000000
-498,05000585;0,00000000
-497,85000584;0,00000000
-497,65000584;0,00000000
-497,45000584;0,00000000
-497,25000584;0,00000000
-497,05000583;0,00000000
-496,85000583;0,00000000
-496,65000583;0,00000000
-496,45000583;0,00000000
-496,25000582;0,00000000
-496,05000582;1,57480300
-495,85000582;0,00000000
-495,65000581;1,57480300
-495,45000581;0,00000000
-495,25000581;0,00000000
-495,05000581;1,57480300
-494,85000580;1,57480300
-494,65000580;1,57480300
-494,45000580;1,57480300
-494,25000580;0,00000000
-494,05000579;0,00000000
-493,85000579;1,57480300
-493,65000579;0,00000000
-493,45000579;1,57480300
-493,25000578;1,57480300
-493,05000578;1,57480300
-492,85000578;1,57480300
-492,65000577;1,57480300
-492,45000577;1,57480300
-492,25000577;1,57480300
-492,05000577;1,57480300
-491,85000576;1,57480300
-491,65000576;1,57480300
-491,45000576;0,00000000
-491,25000576;0,00000000
-491,05000575;1,57480300
-490,85000575;1,57480300
-490,65000575;0,00000000
-490,45000575;1,57480300
-490,25000574;1,57480300
-490,05000574;1,57480300
-489,85000574;1,57480300
-489,65000573;1,57480300
-489,45000573;1,57480300
-489,25000573;0,00000000
-489,05000573;1,57480300
-488,85000572;0,00000000
-488,65000572;1,57480300
-488,45000572;1,57480300
-488,25000572;1,57480300
-488,05000571;0,00000000
-487,85000571;0,00000000
-487,65000571;1,57480300
-487,45000571;0,00000000
-487,25000570;0,00000000
-487,05000570;1,57480300
-486,85000570;1,57480300
-486,65000569;0,00000000
-486,45000569;1,57480300
-486,25000569;0,00000000
-486,05000569;1,57480300
-485,85000568;1,57480300
-485,65000568;1,57480300
-485,45000568;0,00000000
-485,25000568;0,00000000
-485,05000567;0,00000000
-484,85000567;0,00000000
-484,65000567;0,00000000
-484,45000567;0,00000000
-484,25000566;0,00000000
-484,05000566;0,00000000
-483,85000566;0,00000000
-483,65000565;0,00000000
-483,45000565;0,00000000
-483,25000565;0,00000000
-483,05000565;0,00000000
-482,85000564;0,00000000
-482,65000564;1,57480300
-482,45000564;0,00000000
-482,25000564;1,57480300
-482,05000563;1,57480300
-481,85000563;0,00000000
-481,65000563;1,57480300
