Time;Channel B
(us);(mV)

-0,94150537;0,39370070
-0,93990537;0,78740150
-0,93830537;0,78740150
-0,93670537;0,78740150
-0,93510537;1,18110200
-0,93350537;0,78740150
-0,93190537;1,18110200
-0,93030537;1,18110200
-0,92870537;0,78740150
-0,92710537;0,78740150
-0,92550537;1,18110200
-0,92390537;0,78740150
-0,92230537;0,78740150
-0,92070537;0,00000000
-0,91910537;0,78740150
-0,91750537;1,57480300
-0,91590537;0,39370070
-0,91430537;0,39370070
-0,91270537;0,39370070
-0,91110537;0,39370070
-0,90950537;0,78740150
-0,90790537;1,18110200
-0,90630537;1,18110200
-0,90470537;1,18110200
-0,90310537;1,18110200
-0,90150537;1,18110200
-0,89990537;1,18110200
-0,89830537;0,78740150
-0,89670537;1,18110200
-0,89510537;0,78740150
-0,89350537;1,96850400
-0,89190537;1,18110200
-0,89030537;0,78740150
-0,88870537;0,78740150
-0,88710537;1,18110200
-0,88550537;1,96850400
-0,88390537;0,78740150
-0,88230537;0,78740150
-0,88070537;0,39370070
-0,87910537;1,18110200
-0,87750537;0,78740150
-0,87590537;0,78740150
-0,87430537;1,18110200
-0,87270537;0,78740150
-0,87110537;0,78740150
-0,86950537;0,78740150
-0,86790537;1,96850400
-0,86630537;0,78740150
-0,86470537;1,18110200
-0,86310537;0,78740150
-0,86150537;0,78740150
-0,85990537;1,18110200
-0,85830537;1,18110200
-0,85670537;1,18110200
-0,85510537;1,18110200
-0,85350537;0,39370070
-0,85190537;0,78740150
-0,85030537;1,57480300
-0,84870537;0,78740150
-0,84710537;0,78740150
-0,84550537;1,18110200
-0,84390537;1,18110200
-0,84230537;0,78740150
-0,84070537;0,78740150
-0,83910537;1,57480300
-0,83750537;1,18110200
-0,83590537;1,18110200
-0,83430537;0,78740150
-0,83270537;0,00000000
-0,83110537;0,39370070
-0,82950537;1,18110200
-0,82790537;2,36220500
-0,82630537;1,57480300
-0,82470537;0,39370070
-0,82310537;1,18110200
-0,82150537;0,39370070
-0,81990537;0,39370070
-0,81830537;0,39370070
-0,81670537;1,18110200
-0,81510537;1,57480300
-0,81350537;1,57480300
-0,81190537;1,57480300
-0,81030537;1,18110200
-0,80870537;0,78740150
-0,80710537;1,18110200
-0,80550537;1,18110200
-0,80390537;0,39370070
-0,80230537;0,39370070
-0,80070537;1,18110200
-0,79910537;1,96850400
-0,79750537;0,39370070
-0,79590537;0,78740150
-0,79430537;0,39370070
-0,79270537;1,18110200
-0,79110537;0,78740150
-0,78950537;0,78740150
-0,78790537;1,18110200
-0,78630537;1,18110200
-0,78470537;1,18110200
-0,78310537;0,78740150
-0,78150537;1,57480300
-0,77990537;0,78740150
-0,77830537;1,18110200
-0,77670537;1,18110200
-0,77510537;0,39370070
-0,77350537;1,18110200
-0,77190537;0,78740150
-0,77030537;1,18110200
-0,76870537;0,78740150
-0,76710537;0,78740150
-0,76550537;1,18110200
-0,76390537;1,18110200
-0,76230537;0,78740150
-0,76070537;0,00000000
-0,75910537;1,18110200
-0,75750537;1,18110200
-0,75590537;0,39370070
-0,75430537;1,57480300
-0,75270537;1,57480300
-0,75110537;1,57480300
-0,74950537;0,78740150
-0,74790537;1,18110200
-0,74630537;0,78740150
-0,74470537;0,78740150
-0,74310537;1,18110200
-0,74150537;1,57480300
-0,73990537;1,18110200
-0,73830537;0,78740150
-0,73670537;0,78740150
-0,73510537;1,18110200
-0,73350537;0,78740150
-0,73190537;0,39370070
-0,73030537;0,39370070
-0,72870537;1,18110200
-0,72710537;1,18110200
-0,72550537;1,18110200
-0,72390537;1,18110200
-0,72230537;1,18110200
-0,72070537;1,18110200
-0,71910537;1,57480300
-0,71750537;1,57480300
-0,71590537;0,39370070
-0,71430537;0,78740150
-0,71270537;0,78740150
-0,71110537;-0,39370070
-0,70950537;0,78740150
-0,70790537;0,78740150
-0,70630537;0,39370070
-0,70470537;0,39370070
-0,70310537;1,57480300
-0,70150537;0,39370070
-0,69990537;0,78740150
-0,69830537;0,78740150
-0,69670537;0,00000000
-0,69510537;1,57480300
-0,69350537;1,18110200
-0,69190537;0,78740150
-0,69030537;1,18110200
-0,68870537;0,39370070
-0,68710537;0,39370070
-0,68550537;1,18110200
-0,68390537;1,18110200
-0,68230537;0,78740150
-0,68070537;0,78740150
-0,67910537;0,00000000
-0,67750537;1,18110200
-0,67590537;0,78740150
-0,67430537;0,78740150
-0,67270537;0,00000000
-0,67110537;0,78740150
-0,66950537;1,18110200
-0,66790537;1,18110200
-0,66630537;0,78740150
-0,66470537;0,78740150
-0,66310537;0,78740150
-0,66150537;0,39370070
-0,65990537;0,78740150
-0,65830537;1,18110200
-0,65670537;1,18110200
-0,65510537;0,78740150
-0,65350537;1,57480300
-0,65190537;1,18110200
-0,65030537;1,18110200
-0,64870537;1,18110200
-0,64710537;1,18110200
-0,64550537;1,18110200
-0,64390537;0,78740150
-0,64230537;1,18110200
-0,64070537;0,00000000
-0,63910537;0,39370070
-0,63750537;1,18110200
-0,63590537;1,18110200
-0,63430537;0,78740150
-0,63270537;1,57480300
-0,63110537;1,57480300
-0,62950537;0,39370070
-0,62790537;0,78740150
-0,62630537;0,00000000
-0,62470537;1,18110200
-0,62310537;1,57480300
-0,62150537;0,78740150
-0,61990537;1,57480300
-0,61830537;1,18110200
-0,61670537;0,78740150
-0,61510537;0,78740150
-0,61350537;1,18110200
-0,61190537;0,78740150
-0,61030537;0,00000000
-0,60870537;1,57480300
-0,60710537;0,78740150
-0,60550537;1,57480300
-0,60390537;1,96850400
-0,60230537;0,39370070
-0,60070537;0,39370070
-0,59910537;0,78740150
-0,59750537;1,57480300
-0,59590537;1,18110200
-0,59430537;1,18110200
-0,59270537;0,78740150
-0,59110537;0,78740150
-0,58950537;0,00000000
-0,58790536;0,78740150
-0,58630536;0,39370070
-0,58470536;1,57480300
-0,58310536;1,18110200
-0,58150536;0,78740150
-0,57990536;0,78740150
-0,57830536;1,18110200
-0,57670536;1,18110200
-0,57510536;0,78740150
-0,57350536;0,78740150
-0,57190536;1,57480300
-0,57030536;1,18110200
-0,56870536;1,57480300
-0,56710536;0,39370070
-0,56550536;1,18110200
-0,56390536;1,18110200
-0,56230536;0,78740150
-0,56070536;0,78740150
-0,55910536;1,18110200
-0,55750536;0,00000000
-0,55590536;0,39370070
-0,55430536;0,78740150
-0,55270536;0,78740150
-0,55110536;0,39370070
-0,54950536;0,00000000
-0,54790536;0,78740150
-0,54630536;1,18110200
-0,54470536;1,57480300
-0,54310536;1,18110200
-0,54150536;1,18110200
-0,53990536;1,57480300
-0,53830536;0,78740150
-0,53670536;0,78740150
-0,53510536;0,78740150
-0,53350536;1,18110200
-0,53190536;1,57480300
-0,53030536;1,18110200
-0,52870536;0,00000000
-0,52710536;0,78740150
-0,52550536;1,57480300
-0,52390536;0,78740150
-0,52230536;1,18110200
-0,52070536;1,57480300
-0,51910536;1,18110200
-0,51750536;1,18110200
-0,51590536;0,39370070
-0,51430536;1,18110200
-0,51270536;0,78740150
-0,51110536;1,18110200
-0,50950536;0,78740150
-0,50790536;0,78740150
-0,50630536;1,18110200
-0,50470536;1,18110200
-0,50310536;1,18110200
-0,50150536;1,18110200
-0,49990536;0,78740150
-0,49830536;0,39370070
-0,49670536;1,18110200
-0,49510536;1,18110200
-0,49350536;1,18110200
-0,49190536;0,78740150
-0,49030536;1,18110200
-0,48870536;0,39370070
-0,48710536;0,39370070
-0,48550536;0,78740150
-0,48390536;1,57480300
-0,48230536;1,18110200
-0,48070536;1,18110200
-0,47910536;1,57480300
-0,47750536;0,78740150
-0,47590536;0,78740150
-0,47430536;1,57480300
-0,47270536;1,18110200
-0,47110536;0,78740150
-0,46950536;0,78740150
-0,46790536;1,18110200
-0,46630536;1,57480300
-0,46470536;1,18110200
-0,46310536;1,18110200
-0,46150536;0,00000000
-0,45990536;0,39370070
-0,45830536;0,78740150
-0,45670536;1,96850400
-0,45510536;1,18110200
-0,45350536;1,18110200
-0,45190536;1,57480300
-0,45030536;0,78740150
-0,44870536;1,18110200
-0,44710536;1,18110200
-0,44550536;0,78740150
-0,44390536;0,78740150
-0,44230536;0,78740150
-0,44070536;0,00000000
-0,43910536;1,18110200
-0,43750536;0,78740150
-0,43590536;0,39370070
-0,43430536;0,78740150
-0,43270536;0,78740150
-0,43110536;1,57480300
-0,42950536;1,57480300
-0,42790536;0,78740150
-0,42630536;2,36220500
-0,42470536;0,39370070
-0,42310536;1,18110200
-0,42150536;1,18110200
-0,41990536;1,18110200
-0,41830536;1,18110200
-0,41670536;1,18110200
-0,41510536;1,18110200
-0,41350536;1,18110200
-0,41190536;1,18110200
-0,41030536;0,39370070
-0,40870536;0,39370070
-0,40710536;0,78740150
-0,40550536;1,57480300
-0,40390536;0,39370070
-0,40230536;0,78740150
-0,40070536;0,78740150
-0,39910536;1,57480300
-0,39750536;0,78740150
-0,39590536;0,78740150
-0,39430536;1,18110200
-0,39270536;1,57480300
-0,39110536;1,18110200
-0,38950536;1,57480300
-0,38790536;1,18110200
-0,38630536;1,18110200
-0,38470536;1,18110200
-0,38310536;0,39370070
-0,38150536;1,18110200
-0,37990536;1,18110200
-0,37830536;0,78740150
-0,37670536;0,78740150
-0,37510536;0,78740150
-0,37350536;1,96850400
-0,37190536;1,96850400
-0,37030536;1,18110200
-0,36870536;1,18110200
-0,36710536;0,78740150
-0,36550536;1,18110200
-0,36390536;1,57480300
-0,36230536;0,39370070
-0,36070536;1,18110200
-0,35910536;1,18110200
-0,35750536;0,39370070
-0,35590536;1,18110200
-0,35430536;0,78740150
-0,35270536;1,18110200
-0,35110536;0,78740150
-0,34950536;1,18110200
-0,34790536;1,18110200
-0,34630536;1,18110200
-0,34470536;1,57480300
-0,34310536;0,78740150
-0,34150536;1,18110200
-0,33990536;0,78740150
-0,33830536;0,78740150
-0,33670536;0,78740150
-0,33510536;1,96850400
-0,33350536;0,78740150
-0,33190536;1,18110200
-0,33030536;0,78740150
-0,32870536;1,18110200
-0,32710536;0,78740150
-0,32550536;0,39370070
-0,32390536;0,39370070
-0,32230536;1,18110200
-0,32070536;7,48031400
-0,31910536;5,90551100
-0,31750536;6,69291300
-0,31590536;6,69291300
-0,31430536;4,72440900
-0,31270536;3,93700800
-0,31110536;3,93700800
-0,30950536;3,54330700
-0,30790536;4,33070900
-0,30630536;2,75590500
-0,30470536;1,96850400
-0,30310536;2,36220500
-0,30150536;2,36220500
-0,29990536;2,36220500
-0,29830536;1,96850400
-0,29670536;2,75590500
-0,29510536;1,57480300
-0,29350536;2,36220500
-0,29190536;1,96850400
-0,29030536;1,18110200
-0,28870536;1,18110200
-0,28710536;0,78740150
-0,28550536;0,78740150
-0,28390536;1,18110200
-0,28230536;1,57480300
-0,28070536;0,39370070
-0,27910536;0,39370070
-0,27750536;1,18110200
-0,27590536;1,18110200
-0,27430536;1,18110200
-0,27270536;0,78740150
-0,27110536;0,78740150
-0,26950536;1,18110200
-0,26790536;0,39370070
-0,26630536;0,39370070
-0,26470536;0,39370070
-0,26310536;0,78740150
-0,26150536;0,78740150
-0,25990536;0,78740150
-0,25830536;0,78740150
-0,25670536;1,96850400
-0,25510536;0,00000000
-0,25350536;0,78740150
-0,25190536;0,78740150
-0,25030536;0,39370070
-0,24870536;0,39370070
-0,24710536;0,78740150
-0,24550536;1,18110200
-0,24390536;0,78740150
-0,24230536;0,78740150
-0,24070536;0,00000000
-0,23910536;1,18110200
-0,23750536;0,39370070
-0,23590536;1,18110200
-0,23430536;1,18110200
-0,23270536;1,57480300
-0,23110536;0,00000000
-0,22950536;0,78740150
-0,22790536;1,18110200
-0,22630536;1,18110200
-0,22470536;0,78740150
-0,22310536;0,39370070
-0,22150536;1,18110200
-0,21990536;1,18110200
-0,21830536;0,78740150
-0,21670536;1,57480300
-0,21510536;1,18110200
-0,21350536;1,18110200
-0,21190536;0,78740150
-0,21030536;0,39370070
-0,20870536;0,39370070
-0,20710536;0,39370070
-0,20550536;1,18110200
-0,20390536;1,18110200
-0,20230536;0,39370070
-0,20070536;1,18110200
-0,19910536;0,78740150
-0,19750536;1,57480300
-0,19590536;0,78740150
-0,19430536;1,18110200
-0,19270536;1,18110200
-0,19110536;1,18110200
-0,18950536;0,78740150
-0,18790536;0,78740150
-0,18630536;0,78740150
-0,18470536;0,39370070
-0,18310536;0,39370070
-0,18150536;0,39370070
-0,17990536;0,78740150
-0,17830536;0,78740150
-0,17670536;1,18110200
-0,17510536;0,39370070
-0,17350536;0,00000000
-0,17190536;1,57480300
-0,17030536;1,18110200
-0,16870536;0,78740150
-0,16710536;0,78740150
-0,16550536;1,18110200
-0,16390536;1,18110200
-0,16230536;1,18110200
-0,16070536;1,18110200
-0,15910536;0,39370070
-0,15750536;0,39370070
-0,15590536;1,18110200
-0,15430536;0,39370070
-0,15270536;0,78740150
-0,15110536;1,18110200
-0,14950536;1,18110200
-0,14790536;0,78740150
-0,14630536;0,39370070
-0,14470536;0,78740150
-0,14310536;0,78740150
-0,14150536;0,00000000
-0,13990536;1,18110200
-0,13830536;0,39370070
-0,13670536;0,78740150
-0,13510536;0,39370070
