Step,ToT (s)
1,4.68333e-10
2,5.00688e-10
3,5.30801e-10
4,5.59045e-10
5,5.85655e-10
6,6.10884e-10
7,6.34899e-10
8,6.57807e-10
9,6.79752e-10
10,7.00821e-10
11,7.21072e-10
12,7.40597e-10
13,7.59449e-10
14,7.77686e-10
15,7.95342e-10
16,8.12457e-10
17,8.29071e-10
18,8.45218e-10
19,8.60923e-10
20,8.76217e-10
21,8.91123e-10
22,9.05652e-10
23,9.19818e-10
24,9.33655e-10
25,9.47183e-10
26,9.60404e-10
27,9.73322e-10
28,9.85979e-10
29,9.98369e-10
30,1.01049e-09
31,1.02239e-09
32,1.03404e-09
33,1.04546e-09
34,1.05668e-09
35,1.06768e-09
36,1.07849e-09
37,1.08909e-09
38,1.09952e-09
39,1.10975e-09
40,1.11983e-09
41,1.12971e-09
42,1.13945e-09
43,1.14902e-09
44,1.15844e-09
45,1.16771e-09
46,1.17683e-09
47,1.18582e-09
48,1.19466e-09
49,1.20339e-09
50,1.21196e-09
51,1.22042e-09
52,1.22877e-09
53,1.23697e-09
54,1.24508e-09
55,1.25307e-09
56,1.26094e-09
57,1.26872e-09
58,1.27638e-09
59,1.28394e-09
60,1.29141e-09
61,1.29878e-09
62,1.30604e-09
63,1.31322e-09
64,1.32031e-09
65,1.3273e-09
66,1.3342e-09
67,1.34104e-09
68,1.34777e-09
69,1.35442e-09
70,1.361e-09
71,1.3675e-09
72,1.37391e-09
73,1.38026e-09
74,1.38654e-09
75,1.39274e-09
76,1.39886e-09
77,1.40491e-09
78,1.41091e-09
79,1.41683e-09
80,1.42268e-09
81,1.42847e-09
82,1.43421e-09
83,1.43988e-09
84,1.44548e-09
85,1.45102e-09
86,1.45651e-09
87,1.46194e-09
88,1.46731e-09
89,1.47262e-09
90,1.47788e-09
91,1.48309e-09
92,1.48825e-09
93,1.49335e-09
94,1.49839e-09
95,1.50338e-09
96,1.50834e-09
97,1.51324e-09
98,1.5181e-09
99,1.52289e-09
100,1.52765e-09
101,1.53236e-09
102,1.53703e-09
103,1.54166e-09
104,1.54623e-09
105,1.55076e-09
106,1.55525e-09
107,1.5597e-09
108,1.56411e-09
109,1.56849e-09
110,1.57282e-09
111,1.5771e-09
112,1.58135e-09
113,1.58556e-09
114,1.58974e-09
115,1.59387e-09
116,1.59798e-09
117,1.60204e-09
118,1.60606e-09
119,1.61005e-09
120,1.61401e-09
121,1.61794e-09
122,1.62183e-09
123,1.62569e-09
124,1.62951e-09
125,1.6333e-09
126,1.63706e-09
127,1.64079e-09
128,1.64448e-09
129,1.64815e-09
130,1.65179e-09
131,1.6554e-09
132,1.65897e-09
133,1.66252e-09
134,1.66603e-09
135,1.66952e-09
136,1.67298e-09
137,1.67642e-09
138,1.67983e-09
139,1.68321e-09
140,1.68656e-09
141,1.68988e-09
142,1.69318e-09
143,1.69645e-09
144,1.6997e-09
145,1.70292e-09
146,1.70613e-09
147,1.7093e-09
148,1.71245e-09
149,1.71558e-09
150,1.71868e-09
151,1.72175e-09
152,1.7248e-09
153,1.72784e-09
154,1.73085e-09
155,1.73383e-09
156,1.7368e-09
157,1.73974e-09
158,1.74267e-09
159,1.74557e-09
160,1.74845e-09
161,1.7513e-09
162,1.75413e-09
163,1.75695e-09
164,1.75975e-09
165,1.76252e-09
166,1.76528e-09
167,1.76802e-09
168,1.77074e-09
169,1.77343e-09
170,1.77611e-09
171,1.77877e-09
172,1.78141e-09
173,1.78403e-09
174,1.78664e-09
175,1.78922e-09
176,1.79179e-09
177,1.79434e-09
178,1.79687e-09
179,1.79939e-09
180,1.80189e-09
181,1.80437e-09
182,1.80684e-09
183,1.80929e-09
184,1.81172e-09
185,1.81413e-09
186,1.81653e-09
187,1.81891e-09
188,1.82128e-09
189,1.82363e-09
190,1.82597e-09
191,1.82829e-09
192,1.8306e-09
193,1.83288e-09
194,1.83516e-09
195,1.83742e-09
196,1.83967e-09
197,1.8419e-09
198,1.84412e-09
199,1.84632e-09
200,1.8485e-09
201,1.85068e-09
202,1.85284e-09
203,1.85498e-09
204,1.85712e-09
205,1.85924e-09
206,1.86134e-09
207,1.86344e-09
208,1.86552e-09
209,1.86758e-09
210,1.86963e-09
211,1.87168e-09
212,1.87371e-09
213,1.87572e-09
214,1.87772e-09
215,1.87972e-09
216,1.88169e-09
217,1.88366e-09
218,1.88561e-09
219,1.88756e-09
220,1.88949e-09
221,1.8914e-09
222,1.89331e-09
223,1.89521e-09
224,1.89709e-09
225,1.89896e-09
226,1.90082e-09
227,1.90267e-09
228,1.90451e-09
229,1.90634e-09
230,1.90816e-09
231,1.90997e-09
232,1.91176e-09
233,1.91355e-09
234,1.91532e-09
235,1.91708e-09
236,1.91884e-09
237,1.92058e-09
238,1.92231e-09
239,1.92404e-09
240,1.92575e-09
241,1.92745e-09
242,1.92914e-09
243,1.93082e-09
244,1.93249e-09
245,1.93416e-09
246,1.93582e-09
247,1.93746e-09
248,1.9391e-09
249,1.94072e-09
250,1.94234e-09
251,1.94395e-09
252,1.94555e-09
253,1.94713e-09
254,1.94871e-09
255,1.95028e-09
256,1.95185e-09
257,1.9534e-09
258,1.95494e-09
259,1.95647e-09
260,1.958e-09
261,1.95952e-09
262,1.96103e-09
263,1.96252e-09
264,1.96402e-09
265,1.96551e-09
266,1.96698e-09
267,1.96845e-09
268,1.96991e-09
269,1.97136e-09
270,1.97281e-09
271,1.97424e-09
272,1.97567e-09
273,1.97709e-09
274,1.9785e-09
275,1.97991e-09
276,1.9813e-09
277,1.98269e-09
278,1.98407e-09
279,1.98544e-09
280,1.98681e-09
281,1.98817e-09
282,1.98951e-09
283,1.99086e-09
284,1.99219e-09
285,1.99352e-09
286,1.99484e-09
287,1.99616e-09
288,1.99746e-09
289,1.99876e-09
290,2.00006e-09
291,2.00134e-09
292,2.00262e-09
293,2.00389e-09
294,2.00516e-09
295,2.00642e-09
296,2.00767e-09
297,2.00891e-09
298,2.01015e-09
299,2.01138e-09
300,2.0126e-09
301,2.01382e-09
302,2.01504e-09
303,2.01624e-09
304,2.01744e-09
305,2.01864e-09
306,2.01982e-09
307,2.021e-09
308,2.02218e-09
309,2.02335e-09
310,2.02451e-09
311,2.02566e-09
312,2.02681e-09
313,2.02795e-09
314,2.02909e-09
315,2.03023e-09
316,2.03135e-09
317,2.03247e-09
318,2.03359e-09
319,2.03469e-09
320,2.0358e-09
321,2.03689e-09
322,2.03799e-09
323,2.03907e-09
324,2.04015e-09
325,2.04122e-09
326,2.04229e-09
327,2.04335e-09
328,2.04441e-09
329,2.04546e-09
330,2.04651e-09
331,2.04755e-09
332,2.04859e-09
333,2.04961e-09
334,2.05064e-09
335,2.05166e-09
336,2.05268e-09
337,2.05368e-09
338,2.05469e-09
339,2.05569e-09
340,2.05668e-09
341,2.05767e-09
342,2.05865e-09
343,2.05963e-09
344,2.0606e-09
345,2.06157e-09
346,2.06254e-09
347,2.0635e-09
348,2.06445e-09
349,2.0654e-09
350,2.06635e-09
351,2.06729e-09
352,2.06822e-09
353,2.06915e-09
354,2.07007e-09
355,2.071e-09
356,2.07191e-09
357,2.07283e-09
358,2.07374e-09
359,2.07464e-09
360,2.07554e-09
361,2.07644e-09
362,2.07733e-09
363,2.07821e-09
364,2.07909e-09
365,2.07997e-09
366,2.08084e-09
367,2.08171e-09
368,2.08257e-09
369,2.08343e-09
370,2.08428e-09
371,2.08513e-09
372,2.08598e-09
373,2.08681e-09
374,2.08765e-09
375,2.08848e-09
376,2.08931e-09
377,2.09014e-09
378,2.09095e-09
379,2.09177e-09
380,2.09258e-09
381,2.09338e-09
382,2.09418e-09
383,2.09498e-09
384,2.09578e-09
385,2.09657e-09
386,2.09735e-09
387,2.09813e-09
388,2.09891e-09
389,2.09969e-09
390,2.10046e-09
391,2.10123e-09
392,2.102e-09
393,2.10276e-09
394,2.10352e-09
395,2.10427e-09
396,2.10502e-09
397,2.10577e-09
398,2.10651e-09
399,2.10725e-09
400,2.10798e-09
401,2.10871e-09
402,2.10944e-09
403,2.11016e-09
404,2.11088e-09
405,2.1116e-09
406,2.11231e-09
407,2.11302e-09
408,2.11373e-09
409,2.11443e-09
410,2.11512e-09
411,2.11582e-09
412,2.11651e-09
413,2.11719e-09
414,2.11788e-09
415,2.11856e-09
416,2.11923e-09
417,2.11991e-09
418,2.12058e-09
419,2.12124e-09
420,2.1219e-09
421,2.12256e-09
422,2.12322e-09
423,2.12387e-09
424,2.12452e-09
425,2.12516e-09
426,2.12581e-09
427,2.12645e-09
428,2.12709e-09
429,2.12773e-09
430,2.12837e-09
431,2.129e-09
432,2.12962e-09
433,2.13025e-09
434,2.13087e-09
435,2.13149e-09
436,2.1321e-09
437,2.13272e-09
438,2.13332e-09
439,2.13393e-09
