Step,ToT (s)
1,9.48187e-10
2,9.63968e-10
3,9.79342e-10
4,9.94333e-10
5,1.00896e-09
6,1.02321e-09
7,1.03714e-09
8,1.05076e-09
9,1.06406e-09
10,1.07706e-09
11,1.08981e-09
12,1.10227e-09
13,1.11448e-09
14,1.12644e-09
15,1.13816e-09
16,1.14966e-09
17,1.16093e-09
18,1.172e-09
19,1.18285e-09
20,1.19352e-09
21,1.20398e-09
22,1.21427e-09
23,1.22437e-09
24,1.2343e-09
25,1.24406e-09
26,1.25366e-09
27,1.26311e-09
28,1.27239e-09
29,1.28154e-09
30,1.29052e-09
31,1.29938e-09
32,1.3081e-09
33,1.31668e-09
34,1.32514e-09
35,1.33347e-09
36,1.34167e-09
37,1.34976e-09
38,1.35773e-09
39,1.36558e-09
40,1.37333e-09
41,1.38096e-09
42,1.38849e-09
43,1.39592e-09
44,1.40325e-09
45,1.41047e-09
46,1.4176e-09
47,1.42465e-09
48,1.43158e-09
49,1.43843e-09
50,1.4452e-09
51,1.45189e-09
52,1.45847e-09
53,1.46498e-09
54,1.47142e-09
55,1.47778e-09
56,1.48404e-09
57,1.49024e-09
58,1.49637e-09
59,1.50243e-09
60,1.5084e-09
61,1.5143e-09
62,1.52014e-09
63,1.52592e-09
64,1.53163e-09
65,1.53727e-09
66,1.54284e-09
67,1.54836e-09
68,1.55382e-09
69,1.55921e-09
70,1.56454e-09
71,1.56981e-09
72,1.57503e-09
73,1.58019e-09
74,1.5853e-09
75,1.59035e-09
76,1.59534e-09
77,1.60029e-09
78,1.60518e-09
79,1.61003e-09
80,1.61483e-09
81,1.61956e-09
82,1.62426e-09
83,1.62891e-09
84,1.63351e-09
85,1.63807e-09
86,1.64258e-09
87,1.64704e-09
88,1.65146e-09
89,1.65583e-09
90,1.66017e-09
91,1.66447e-09
92,1.66873e-09
93,1.67294e-09
94,1.6771e-09
95,1.68123e-09
96,1.68532e-09
97,1.68938e-09
98,1.6934e-09
99,1.69739e-09
100,1.70133e-09
101,1.70523e-09
102,1.7091e-09
103,1.71294e-09
104,1.71674e-09
105,1.72051e-09
106,1.72424e-09
107,1.72795e-09
108,1.73162e-09
109,1.73525e-09
110,1.73885e-09
111,1.74242e-09
112,1.74596e-09
113,1.74947e-09
114,1.75296e-09
115,1.75641e-09
116,1.75983e-09
117,1.76322e-09
118,1.76658e-09
119,1.76992e-09
120,1.77322e-09
121,1.7765e-09
122,1.77976e-09
123,1.78298e-09
124,1.78618e-09
125,1.78936e-09
126,1.79251e-09
127,1.79563e-09
128,1.79872e-09
129,1.80179e-09
130,1.80484e-09
131,1.80786e-09
132,1.81086e-09
133,1.81383e-09
134,1.81678e-09
135,1.81971e-09
136,1.82262e-09
137,1.8255e-09
138,1.82835e-09
139,1.83119e-09
140,1.83401e-09
141,1.8368e-09
142,1.83957e-09
143,1.84232e-09
144,1.84505e-09
145,1.84776e-09
146,1.85045e-09
147,1.85312e-09
148,1.85577e-09
149,1.8584e-09
150,1.86101e-09
151,1.8636e-09
152,1.86617e-09
153,1.86872e-09
154,1.87125e-09
155,1.87377e-09
156,1.87626e-09
157,1.87874e-09
158,1.8812e-09
159,1.88364e-09
160,1.88606e-09
161,1.88847e-09
162,1.89086e-09
163,1.89324e-09
164,1.89559e-09
165,1.89793e-09
166,1.90025e-09
167,1.90256e-09
168,1.90485e-09
169,1.90712e-09
170,1.90938e-09
171,1.91162e-09
172,1.91385e-09
173,1.91606e-09
174,1.91825e-09
175,1.92044e-09
176,1.9226e-09
177,1.92475e-09
178,1.92689e-09
179,1.92901e-09
180,1.93112e-09
181,1.93321e-09
182,1.93529e-09
183,1.93735e-09
184,1.93941e-09
185,1.94144e-09
186,1.94346e-09
187,1.94547e-09
188,1.94747e-09
189,1.94945e-09
190,1.95142e-09
191,1.95338e-09
192,1.95533e-09
193,1.95726e-09
194,1.95918e-09
195,1.96109e-09
196,1.96298e-09
197,1.96486e-09
198,1.96673e-09
199,1.96859e-09
200,1.97043e-09
201,1.97226e-09
202,1.97408e-09
203,1.97589e-09
204,1.97769e-09
205,1.97947e-09
206,1.98125e-09
207,1.98301e-09
208,1.98477e-09
209,1.98651e-09
210,1.98824e-09
211,1.98996e-09
212,1.99167e-09
213,1.99336e-09
214,1.99505e-09
215,1.99673e-09
216,1.99839e-09
217,2.00005e-09
218,2.00169e-09
219,2.00333e-09
220,2.00495e-09
221,2.00656e-09
222,2.00817e-09
223,2.00976e-09
224,2.01134e-09
225,2.01292e-09
226,2.01448e-09
227,2.01603e-09
228,2.01758e-09
229,2.01912e-09
230,2.02064e-09
231,2.02216e-09
232,2.02367e-09
233,2.02517e-09
234,2.02666e-09
235,2.02814e-09
236,2.02961e-09
237,2.03107e-09
238,2.03252e-09
239,2.03397e-09
240,2.0354e-09
241,2.03683e-09
242,2.03825e-09
243,2.03966e-09
244,2.04106e-09
245,2.04245e-09
246,2.04384e-09
247,2.04522e-09
248,2.04659e-09
249,2.04795e-09
250,2.0493e-09
251,2.05065e-09
252,2.05198e-09
253,2.05331e-09
254,2.05463e-09
255,2.05595e-09
256,2.05725e-09
257,2.05855e-09
258,2.05984e-09
259,2.06112e-09
260,2.0624e-09
261,2.06367e-09
262,2.06493e-09
263,2.06618e-09
264,2.06742e-09
265,2.06866e-09
266,2.0699e-09
267,2.07112e-09
268,2.07234e-09
269,2.07354e-09
270,2.07475e-09
271,2.07595e-09
272,2.07714e-09
273,2.07832e-09
274,2.07949e-09
275,2.08066e-09
276,2.08182e-09
277,2.08298e-09
278,2.08413e-09
279,2.08527e-09
280,2.08641e-09
281,2.08754e-09
282,2.08866e-09
283,2.08978e-09
284,2.09089e-09
285,2.09199e-09
286,2.09309e-09
287,2.09418e-09
288,2.09527e-09
289,2.09635e-09
290,2.09743e-09
291,2.0985e-09
292,2.09956e-09
293,2.10062e-09
294,2.10167e-09
295,2.10271e-09
296,2.10375e-09
297,2.10478e-09
298,2.10581e-09
299,2.10683e-09
300,2.10784e-09
301,2.10885e-09
302,2.10985e-09
303,2.11085e-09
304,2.11184e-09
305,2.11283e-09
306,2.11381e-09
307,2.11478e-09
308,2.11575e-09
309,2.11671e-09
310,2.11767e-09
311,2.11862e-09
312,2.11957e-09
313,2.12051e-09
314,2.12145e-09
315,2.12238e-09
316,2.12331e-09
317,2.12423e-09
318,2.12515e-09
319,2.12607e-09
320,2.12697e-09
321,2.12788e-09
322,2.12878e-09
323,2.12967e-09
324,2.13056e-09
325,2.13144e-09
326,2.13232e-09
327,2.13319e-09
328,2.13406e-09
329,2.13492e-09
330,2.13578e-09
331,2.13664e-09
332,2.13748e-09
333,2.13833e-09
334,2.13916e-09
335,2.14e-09
336,2.14083e-09
337,2.14165e-09
338,2.14247e-09
339,2.14329e-09
340,2.1441e-09
341,2.1449e-09
342,2.1457e-09
343,2.1465e-09
344,2.14729e-09
345,2.14808e-09
346,2.14886e-09
347,2.14964e-09
348,2.15042e-09
349,2.1512e-09
350,2.15197e-09
351,2.15274e-09
352,2.1535e-09
353,2.15426e-09
354,2.15501e-09
355,2.15576e-09
356,2.15651e-09
357,2.15725e-09
358,2.15799e-09
359,2.15872e-09
360,2.15945e-09
361,2.16018e-09
362,2.1609e-09
363,2.16161e-09
364,2.16233e-09
365,2.16304e-09
366,2.16374e-09
367,2.16444e-09
368,2.16514e-09
369,2.16584e-09
370,2.16653e-09
371,2.16721e-09
372,2.16789e-09
373,2.16857e-09
374,2.16924e-09
375,2.16991e-09
376,2.17058e-09
377,2.17124e-09
378,2.1719e-09
379,2.17256e-09
380,2.17321e-09
381,2.17385e-09
382,2.1745e-09
383,2.17514e-09
384,2.17577e-09
385,2.17641e-09
386,2.17704e-09
387,2.17767e-09
388,2.1783e-09
389,2.17893e-09
390,2.17955e-09
391,2.18017e-09
392,2.18078e-09
393,2.18139e-09
394,2.182e-09
395,2.18261e-09
396,2.18321e-09
397,2.1838e-09
398,2.1844e-09
399,2.18499e-09
400,2.18558e-09
401,2.18616e-09
402,2.18674e-09
403,2.18732e-09
404,2.1879e-09
405,2.18847e-09
406,2.18903e-09
407,2.1896e-09
408,2.19016e-09
409,2.19072e-09
410,2.19127e-09
411,2.19182e-09
412,2.19237e-09
413,2.19292e-09
414,2.19346e-09
415,2.194e-09
416,2.19454e-09
417,2.19507e-09
418,2.1956e-09
419,2.19613e-09
420,2.19665e-09
421,2.19717e-09
422,2.19769e-09
423,2.19821e-09
424,2.19872e-09
425,2.19923e-09
426,2.19973e-09
427,2.20024e-09
428,2.20074e-09
429,2.20124e-09
430,2.20174e-09
431,2.20224e-09
432,2.20274e-09
433,2.20323e-09
434,2.20372e-09
435,2.20421e-09
436,2.20469e-09
437,2.20517e-09
438,2.20565e-09
439,2.20613e-09
440,2.2066e-09
441,2.20707e-09
442,2.20754e-09
443,2.20801e-09
444,2.20847e-09
445,2.20893e-09
446,2.20939e-09
447,2.20984e-09
448,2.2103e-09
449,2.21075e-09
450,2.21119e-09
451,2.21164e-09
452,2.21208e-09
453,2.21252e-09
454,2.21296e-09
455,2.21339e-09
456,2.21382e-09
457,2.21425e-09
458,2.21467e-09
459,2.2151e-09
460,2.21552e-09
461,2.21594e-09
462,2.21635e-09
463,2.21677e-09
464,2.21718e-09
465,2.21759e-09
466,2.218e-09
467,2.2184e-09
468,2.2188e-09
469,2.2192e-09
470,2.2196e-09
471,2.22e-09
472,2.22039e-09
473,2.22078e-09
474,2.22117e-09
475,2.22155e-09
476,2.22194e-09
477,2.22232e-09
478,2.22269e-09
479,2.22308e-09
480,2.22346e-09
481,2.22384e-09
482,2.22421e-09
483,2.22459e-09
484,2.22496e-09
485,2.22533e-09
486,2.2257e-09
487,2.22606e-09
488,2.22643e-09
489,2.22679e-09
490,2.22715e-09
491,2.22751e-09
492,2.22786e-09
493,2.22821e-09
494,2.22856e-09
495,2.22891e-09
496,2.22926e-09
497,2.2296e-09
498,2.22994e-09
499,2.23028e-09
500,2.23062e-09
501,2.23096e-09
502,2.23129e-09
503,2.23162e-09
504,2.23195e-09
505,2.23228e-09
506,2.2326e-09
507,2.23292e-09
508,2.23325e-09
509,2.23356e-09
510,2.23388e-09
511,2.2342e-09
512,2.23451e-09
513,2.23482e-09
514,2.23513e-09
515,2.23544e-09
516,2.23575e-09
517,2.23605e-09
518,2.23635e-09
519,2.23665e-09
520,2.23695e-09
521,2.23725e-09
522,2.23754e-09
523,2.23783e-09
524,2.23812e-09
525,2.23841e-09
526,2.2387e-09
527,2.23898e-09
528,2.23927e-09
529,2.23955e-09
530,2.23983e-09
531,2.2401e-09
532,2.24038e-09
533,2.24065e-09
534,2.24093e-09
535,2.2412e-09
536,2.24147e-09
537,2.24174e-09
538,2.24202e-09
539,2.24229e-09
540,2.24256e-09
541,2.24282e-09
542,2.24309e-09
543,2.24335e-09
544,2.24361e-09
545,2.24388e-09
546,2.24413e-09
547,2.24439e-09
548,2.24465e-09
549,2.2449e-09
550,2.24515e-09
551,2.2454e-09
552,2.24565e-09
553,2.24589e-09
554,2.24614e-09
555,2.24638e-09
556,2.24662e-09
557,2.24686e-09
558,2.2471e-09
559,2.24734e-09
560,2.24757e-09
561,2.24781e-09
562,2.24804e-09
563,2.24827e-09
564,2.2485e-09
565,2.24872e-09
566,2.24895e-09
567,2.24917e-09
568,2.2494e-09
569,2.24962e-09
570,2.24984e-09
571,2.25005e-09
572,2.25027e-09
573,2.25048e-09
574,2.2507e-09
575,2.25091e-09
576,2.25112e-09
577,2.25133e-09
578,2.25153e-09
579,2.25174e-09
580,2.25194e-09
581,2.25215e-09
582,2.25235e-09
583,2.25255e-09
584,2.25275e-09
585,2.25294e-09
586,2.25314e-09
587,2.25333e-09
588,2.25353e-09
589,2.25372e-09
590,2.25391e-09
591,2.2541e-09
592,2.25428e-09
593,2.25447e-09
594,2.25465e-09
595,2.25484e-09
596,2.25502e-09
597,2.2552e-09
598,2.25538e-09
599,2.25555e-09
600,2.25573e-09
601,2.2559e-09
602,2.25608e-09
603,2.25626e-09
604,2.25644e-09
605,2.25662e-09
606,2.25679e-09
607,2.25696e-09
608,2.25714e-09
609,2.25731e-09
610,2.25748e-09
611,2.25764e-09
612,2.25781e-09
613,2.25797e-09
614,2.25814e-09
615,2.2583e-09
