Step,ToT (s)
1,1.64722e-09
2,1.65491e-09
3,1.66249e-09
4,1.66996e-09
5,1.67729e-09
6,1.68451e-09
7,1.69162e-09
8,1.69863e-09
9,1.70552e-09
10,1.7123e-09
11,1.71899e-09
12,1.72558e-09
13,1.73208e-09
14,1.73847e-09
15,1.74477e-09
16,1.75098e-09
17,1.7571e-09
18,1.76315e-09
19,1.7691e-09
20,1.77497e-09
21,1.78075e-09
22,1.78647e-09
23,1.7921e-09
24,1.79766e-09
25,1.80314e-09
26,1.80855e-09
27,1.81389e-09
28,1.81916e-09
29,1.82437e-09
30,1.8295e-09
31,1.83456e-09
32,1.83957e-09
33,1.84451e-09
34,1.84939e-09
35,1.85421e-09
36,1.85897e-09
37,1.86367e-09
38,1.86832e-09
39,1.8729e-09
40,1.87744e-09
41,1.88192e-09
42,1.88634e-09
43,1.89072e-09
44,1.89504e-09
45,1.89931e-09
46,1.90353e-09
47,1.90771e-09
48,1.91184e-09
49,1.91591e-09
50,1.91995e-09
51,1.92394e-09
52,1.92788e-09
53,1.93178e-09
54,1.93564e-09
55,1.93945e-09
56,1.94322e-09
57,1.94696e-09
58,1.95065e-09
59,1.9543e-09
60,1.95791e-09
61,1.96149e-09
62,1.96502e-09
63,1.96853e-09
64,1.97199e-09
65,1.97542e-09
66,1.9788e-09
67,1.98216e-09
68,1.98548e-09
69,1.98877e-09
70,1.99202e-09
71,1.99524e-09
72,1.99843e-09
73,2.00159e-09
74,2.00472e-09
75,2.00781e-09
76,2.01088e-09
77,2.01391e-09
78,2.01691e-09
79,2.01988e-09
80,2.02283e-09
81,2.02574e-09
82,2.02863e-09
83,2.0315e-09
84,2.03433e-09
85,2.03713e-09
86,2.03991e-09
87,2.04266e-09
88,2.04539e-09
89,2.04809e-09
90,2.05077e-09
91,2.05341e-09
92,2.05604e-09
93,2.05864e-09
94,2.06121e-09
95,2.06377e-09
96,2.0663e-09
97,2.0688e-09
98,2.07129e-09
99,2.07375e-09
100,2.07618e-09
101,2.0786e-09
102,2.081e-09
103,2.08337e-09
104,2.08572e-09
105,2.08805e-09
106,2.09036e-09
107,2.09265e-09
108,2.09492e-09
109,2.09717e-09
110,2.0994e-09
111,2.10161e-09
112,2.10381e-09
113,2.10598e-09
114,2.10813e-09
115,2.11027e-09
116,2.11238e-09
117,2.11448e-09
118,2.11656e-09
119,2.11862e-09
120,2.12067e-09
121,2.1227e-09
122,2.12471e-09
123,2.1267e-09
124,2.12867e-09
125,2.13064e-09
126,2.13258e-09
127,2.13451e-09
128,2.13642e-09
129,2.13832e-09
130,2.1402e-09
131,2.14206e-09
132,2.14391e-09
133,2.14575e-09
134,2.14757e-09
135,2.14938e-09
136,2.15117e-09
137,2.15295e-09
138,2.15471e-09
139,2.15646e-09
