Step,ToT (s)
1,1.30827e-09
2,1.31907e-09
3,1.32965e-09
4,1.34006e-09
5,1.35025e-09
6,1.36028e-09
7,1.37012e-09
8,1.37978e-09
9,1.3893e-09
10,1.39862e-09
11,1.40781e-09
12,1.41684e-09
13,1.42572e-09
14,1.43446e-09
15,1.44305e-09
16,1.4515e-09
17,1.45983e-09
18,1.46803e-09
19,1.47609e-09
20,1.48404e-09
21,1.49187e-09
22,1.49957e-09
23,1.50717e-09
24,1.51466e-09
25,1.52203e-09
26,1.52929e-09
27,1.53646e-09
28,1.54353e-09
29,1.55049e-09
30,1.55735e-09
31,1.56413e-09
32,1.57082e-09
33,1.57741e-09
34,1.58391e-09
35,1.59033e-09
36,1.59667e-09
37,1.60292e-09
38,1.60908e-09
39,1.61517e-09
40,1.62119e-09
41,1.62713e-09
42,1.63299e-09
43,1.63877e-09
44,1.64449e-09
45,1.65015e-09
46,1.65573e-09
47,1.66124e-09
48,1.66668e-09
49,1.67206e-09
50,1.67738e-09
51,1.68265e-09
52,1.68784e-09
53,1.69297e-09
54,1.69804e-09
55,1.70306e-09
56,1.70802e-09
57,1.71293e-09
58,1.71778e-09
59,1.72257e-09
60,1.72731e-09
61,1.732e-09
62,1.73664e-09
63,1.74123e-09
64,1.74578e-09
65,1.75026e-09
66,1.7547e-09
67,1.7591e-09
68,1.76345e-09
69,1.76775e-09
70,1.77202e-09
71,1.77623e-09
72,1.7804e-09
73,1.78453e-09
74,1.78862e-09
75,1.79266e-09
76,1.79667e-09
77,1.80064e-09
78,1.80456e-09
79,1.80845e-09
80,1.8123e-09
81,1.81611e-09
82,1.81988e-09
83,1.82362e-09
84,1.82732e-09
85,1.83098e-09
86,1.83462e-09
87,1.83821e-09
88,1.84178e-09
89,1.8453e-09
90,1.8488e-09
91,1.85226e-09
92,1.85569e-09
93,1.85909e-09
94,1.86246e-09
95,1.8658e-09
96,1.8691e-09
97,1.87238e-09
98,1.87563e-09
99,1.87885e-09
100,1.88203e-09
101,1.8852e-09
102,1.88833e-09
103,1.89144e-09
104,1.89451e-09
105,1.89756e-09
106,1.90059e-09
107,1.90358e-09
108,1.90656e-09
109,1.90951e-09
110,1.91243e-09
111,1.91533e-09
112,1.9182e-09
113,1.92105e-09
114,1.92387e-09
115,1.92667e-09
116,1.92944e-09
117,1.93219e-09
118,1.93493e-09
119,1.93763e-09
120,1.94032e-09
121,1.94298e-09
122,1.94563e-09
123,1.94825e-09
124,1.95084e-09
125,1.95342e-09
126,1.95598e-09
127,1.95851e-09
128,1.96103e-09
129,1.96352e-09
130,1.966e-09
131,1.96845e-09
132,1.97089e-09
133,1.97331e-09
134,1.97571e-09
135,1.97809e-09
136,1.98045e-09
137,1.98279e-09
138,1.98512e-09
139,1.98743e-09
140,1.98971e-09
141,1.99198e-09
142,1.99424e-09
143,1.99647e-09
144,1.99869e-09
145,2.00089e-09
146,2.00307e-09
147,2.00524e-09
148,2.0074e-09
149,2.00954e-09
150,2.01166e-09
151,2.01376e-09
152,2.01585e-09
153,2.01792e-09
154,2.01998e-09
155,2.02202e-09
156,2.02405e-09
157,2.02606e-09
158,2.02806e-09
159,2.03004e-09
160,2.032e-09
161,2.03395e-09
162,2.03589e-09
163,2.03782e-09
164,2.03973e-09
165,2.04163e-09
166,2.04351e-09
167,2.04538e-09
168,2.04723e-09
169,2.04908e-09
170,2.05091e-09
171,2.05272e-09
172,2.05452e-09
173,2.05632e-09
174,2.0581e-09
175,2.05986e-09
176,2.06161e-09
177,2.06335e-09
178,2.06508e-09
179,2.0668e-09
180,2.0685e-09
181,2.0702e-09
182,2.07188e-09
183,2.07355e-09
184,2.0752e-09
185,2.07685e-09
186,2.07849e-09
187,2.08011e-09
188,2.08172e-09
189,2.08332e-09
190,2.08491e-09
191,2.08649e-09
192,2.08806e-09
193,2.08961e-09
194,2.09116e-09
195,2.0927e-09
196,2.09422e-09
197,2.09574e-09
198,2.09724e-09
199,2.09874e-09
200,2.10022e-09
201,2.1017e-09
202,2.10316e-09
203,2.10462e-09
204,2.10606e-09
205,2.1075e-09
206,2.10893e-09
207,2.11035e-09
208,2.11175e-09
209,2.11315e-09
210,2.11454e-09
211,2.11592e-09
212,2.11729e-09
213,2.11866e-09
214,2.12001e-09
215,2.12136e-09
216,2.1227e-09
217,2.12403e-09
218,2.12535e-09
219,2.12666e-09
220,2.12796e-09
221,2.12925e-09
222,2.13054e-09
223,2.13181e-09
224,2.13308e-09
225,2.13434e-09
226,2.13559e-09
227,2.13683e-09
228,2.13806e-09
