Step,ToT (s)
1,2.42592e-09
2,2.42832e-09
3,2.43068e-09
4,2.43299e-09
5,2.43527e-09
6,2.43751e-09
7,2.43972e-09
8,2.44191e-09
9,2.44406e-09
10,2.44618e-09
11,2.44825e-09
12,2.4503e-09
13,2.45231e-09
14,2.45429e-09
15,2.45623e-09
16,2.45815e-09
17,2.46003e-09
18,2.46188e-09
19,2.4637e-09
20,2.46549e-09
21,2.46726e-09
22,2.46902e-09
23,2.47074e-09
24,2.47245e-09
25,2.47413e-09
26,2.47578e-09
27,2.4774e-09
28,2.47901e-09
29,2.48058e-09
30,2.48213e-09
31,2.48366e-09
32,2.48516e-09
33,2.48664e-09
34,2.4881e-09
35,2.48953e-09
36,2.49094e-09
37,2.49234e-09
38,2.4937e-09
39,2.49507e-09
40,2.49643e-09
41,2.49776e-09
42,2.49907e-09
43,2.50036e-09
44,2.50163e-09
45,2.50289e-09
46,2.50413e-09
47,2.50534e-09
48,2.50654e-09
49,2.50772e-09
50,2.50889e-09
51,2.51003e-09
52,2.51116e-09
53,2.51228e-09
54,2.51337e-09
55,2.51446e-09
56,2.51552e-09
57,2.51657e-09
58,2.51761e-09
59,2.51864e-09
60,2.51967e-09
61,2.52068e-09
62,2.52168e-09
63,2.52266e-09
64,2.52363e-09
65,2.52458e-09
66,2.52552e-09
67,2.52645e-09
68,2.52736e-09
69,2.52827e-09
70,2.52916e-09
71,2.53003e-09
72,2.53089e-09
73,2.53174e-09
74,2.53258e-09
75,2.53341e-09
76,2.53423e-09
77,2.53503e-09
78,2.53582e-09
79,2.5366e-09
80,2.53737e-09
81,2.53813e-09
82,2.53888e-09
83,2.53963e-09
84,2.54037e-09
85,2.54111e-09
86,2.54184e-09
87,2.54255e-09
88,2.54326e-09
89,2.54395e-09
90,2.54464e-09
91,2.54531e-09
92,2.54598e-09
93,2.54664e-09
94,2.54728e-09
95,2.54792e-09
96,2.54855e-09
97,2.54917e-09
98,2.54978e-09
99,2.55038e-09
100,2.55098e-09
101,2.55156e-09
102,2.55214e-09
103,2.55271e-09
104,2.55327e-09
105,2.55382e-09
106,2.55437e-09
107,2.55491e-09
108,2.55543e-09
109,2.55596e-09
110,2.55647e-09
111,2.55698e-09
112,2.55749e-09
113,2.558e-09
114,2.5585e-09
115,2.55899e-09
116,2.55948e-09
117,2.55996e-09
118,2.56043e-09
119,2.5609e-09
120,2.56136e-09
121,2.56181e-09
122,2.56226e-09
123,2.5627e-09
124,2.56313e-09
125,2.56355e-09
126,2.56397e-09
127,2.56439e-09
128,2.56479e-09
129,2.5652e-09
130,2.56559e-09
131,2.56598e-09
132,2.56636e-09
133,2.56674e-09
134,2.56711e-09
135,2.56748e-09
