Time;Channel A;Channel B
(us);(mV);(mV)

-0,94206666;-0,78740150;0,39370070
-0,94046666;0,00000000;1,18110200
-0,93886666;-0,78740150;1,18110200
-0,93726666;-0,78740150;1,18110200
-0,93566666;-1,18110200;0,39370070
-0,93406666;-0,78740150;0,78740150
-0,93246666;-0,78740150;0,78740150
-0,93086666;0,00000000;1,18110200
-0,92926666;0,00000000;0,78740150
-0,92766666;-0,78740150;1,18110200
-0,92606666;-0,39370070;1,18110200
-0,92446666;-0,78740150;1,18110200
-0,92286666;-0,78740150;1,18110200
-0,92126666;-1,18110200;0,78740150
-0,91966666;-0,39370070;1,18110200
-0,91806666;-0,39370070;0,78740150
-0,91646666;-0,39370070;0,39370070
-0,91486666;-0,39370070;1,57480300
-0,91326666;-0,39370070;1,18110200
-0,91166666;-0,39370070;0,39370070
-0,91006666;-0,39370070;0,39370070
-0,90846666;-0,39370070;0,39370070
-0,90686666;-0,78740150;0,78740150
-0,90526666;0,00000000;1,57480300
-0,90366666;-0,39370070;1,18110200
-0,90206666;-0,39370070;0,78740150
-0,90046666;-0,78740150;1,57480300
-0,89886666;0,39370070;0,00000000
-0,89726666;-0,39370070;1,18110200
-0,89566666;-0,78740150;0,78740150
-0,89406666;-1,18110200;1,18110200
-0,89246666;-0,78740150;0,00000000
-0,89086666;0,00000000;0,39370070
-0,88926666;-0,78740150;0,39370070
-0,88766666;-0,39370070;0,78740150
-0,88606666;-0,39370070;0,39370070
-0,88446666;-0,78740150;0,78740150
-0,88286666;-0,39370070;1,57480300
-0,88126666;-0,39370070;1,96850400
-0,87966666;0,39370070;0,78740150
-0,87806666;-0,78740150;0,00000000
-0,87646666;-0,78740150;0,78740150
-0,87486666;-0,78740150;1,18110200
-0,87326666;-0,78740150;1,57480300
-0,87166666;-0,78740150;0,00000000
-0,87006666;-1,18110200;0,78740150
-0,86846666;0,00000000;1,18110200
-0,86686666;0,00000000;0,78740150
-0,86526666;0,00000000;0,00000000
-0,86366666;-0,39370070;1,18110200
-0,86206666;1,18110200;1,18110200
-0,86046666;-1,57480300;1,96850400
-0,85886666;-1,18110200;0,78740150
-0,85726666;0,00000000;1,18110200
-0,85566666;-0,78740150;0,39370070
-0,85406666;0,00000000;0,00000000
-0,85246666;-0,39370070;0,39370070
-0,85086666;-0,39370070;0,78740150
-0,84926666;-1,57480300;1,18110200
-0,84766666;-1,18110200;1,57480300
-0,84606666;-1,18110200;0,78740150
-0,84446666;-0,39370070;1,18110200
