Time;Channel A;Channel B
(us);(mV);(mV)

-0,94223157;0,00000000;0,78740150
-0,94063157;-0,78740150;0,78740150
-0,93903157;0,39370070;0,00000000
-0,93743157;0,00000000;1,18110200
-0,93583157;0,00000000;0,78740150
-0,93423157;-0,78740150;0,78740150
-0,93263157;-1,18110200;0,78740150
-0,93103157;-1,18110200;0,78740150
-0,92943157;-0,39370070;1,18110200
-0,92783157;0,00000000;0,78740150
-0,92623157;-0,78740150;0,00000000
-0,92463157;-0,39370070;1,57480300
-0,92303157;0,00000000;1,57480300
-0,92143157;-0,39370070;1,18110200
-0,91983157;-0,39370070;1,18110200
-0,91823157;0,00000000;0,78740150
-0,91663157;-1,18110200;0,78740150
-0,91503157;-0,39370070;0,78740150
-0,91343157;-0,39370070;0,78740150
-0,91183157;-1,18110200;0,39370070
-0,91023157;-1,18110200;1,57480300
-0,90863157;0,00000000;0,39370070
-0,90703157;-0,39370070;1,57480300
-0,90543157;-0,39370070;1,18110200
-0,90383157;-0,78740150;0,78740150
-0,90223157;-0,78740150;1,18110200
-0,90063157;-0,78740150;1,57480300
-0,89903157;-0,39370070;0,78740150
-0,89743157;-1,18110200;1,18110200
-0,89583157;-0,39370070;0,78740150
-0,89423157;-0,78740150;1,18110200
-0,89263157;0,00000000;1,18110200
-0,89103157;0,00000000;0,78740150
-0,88943157;0,00000000;1,18110200
-0,88783157;-0,39370070;1,18110200
-0,88623157;0,78740150;1,18110200
-0,88463157;-0,39370070;1,18110200
-0,88303157;-0,78740150;1,18110200
-0,88143157;0,00000000;1,18110200
-0,87983157;-1,18110200;0,78740150
-0,87823157;-0,78740150;1,18110200
-0,87663157;-0,39370070;0,39370070
-0,87503157;0,00000000;0,39370070
-0,87343157;0,00000000;1,18110200
-0,87183157;0,00000000;1,57480300
-0,87023157;0,00000000;1,18110200
-0,86863157;-1,57480300;0,39370070
-0,86703157;-0,78740150;1,57480300
-0,86543157;-0,78740150;0,78740150
-0,86383157;-1,57480300;1,57480300
-0,86223157;-0,39370070;0,39370070
-0,86063157;-0,39370070;1,18110200
-0,85903157;-0,78740150;1,96850400
-0,85743157;-0,39370070;0,78740150
-0,85583157;-0,39370070;1,57480300
-0,85423157;0,00000000;1,57480300
-0,85263157;-0,78740150;0,78740150
-0,85103157;-0,39370070;0,39370070
-0,84943157;-0,39370070;0,78740150
-0,84783157;0,00000000;1,18110200
-0,84623157;-0,78740150;0,39370070
-0,84463157;-0,39370070;0,78740150
