Time;Channel A;Channel B
(us);(mV);(mV)

-0,94209523;-1,18110200;-0,39370070
-0,94049523;-0,39370070;0,78740150
-0,93889523;-1,18110200;-0,39370070
-0,93729523;-0,39370070;0,00000000
-0,93569523;-0,39370070;0,39370070
-0,93409523;-0,39370070;0,78740150
-0,93249523;-0,39370070;0,39370070
-0,93089523;-0,78740150;0,78740150
-0,92929523;-0,39370070;0,39370070
-0,92769523;-0,39370070;0,78740150
-0,92609523;-0,78740150;0,39370070
-0,92449523;-0,78740150;0,78740150
-0,92289523;-0,78740150;0,39370070
-0,92129523;0,39370070;0,78740150
-0,91969523;-0,39370070;1,18110200
-0,91809523;-0,39370070;1,57480300
-0,91649523;-0,39370070;0,00000000
-0,91489523;-0,39370070;0,39370070
-0,91329523;0,00000000;1,57480300
-0,91169523;0,00000000;1,57480300
-0,91009523;-0,78740150;0,39370070
-0,90849523;-0,78740150;0,39370070
-0,90689523;0,00000000;1,18110200
-0,90529523;0,00000000;0,39370070
-0,90369523;0,00000000;0,78740150
-0,90209523;0,78740150;1,18110200
-0,90049523;0,00000000;0,78740150
-0,89889523;0,00000000;0,39370070
-0,89729523;-0,39370070;0,78740150
-0,89569523;-0,78740150;1,57480300
-0,89409523;0,39370070;0,39370070
-0,89249523;-0,39370070;0,78740150
-0,89089523;-0,39370070;0,78740150
-0,88929523;-0,78740150;-0,39370070
-0,88769523;-0,78740150;0,39370070
-0,88609523;-0,39370070;0,78740150
-0,88449523;-0,39370070;0,00000000
-0,88289523;-0,39370070;1,18110200
-0,88129523;-0,39370070;1,18110200
-0,87969523;-0,39370070;0,39370070
-0,87809523;-0,78740150;0,39370070
-0,87649523;-0,78740150;0,78740150
-0,87489523;-0,39370070;0,78740150
-0,87329523;-0,78740150;0,39370070
-0,87169523;0,00000000;1,18110200
-0,87009523;-0,39370070;1,57480300
-0,86849523;-0,39370070;0,78740150
-0,86689523;-0,39370070;1,18110200
-0,86529523;0,00000000;0,39370070
-0,86369523;0,00000000;0,78740150
-0,86209523;0,39370070;0,78740150
-0,86049523;0,00000000;0,78740150
-0,85889523;-0,78740150;1,18110200
-0,85729523;-0,39370070;1,18110200
-0,85569523;0,00000000;1,18110200
-0,85409523;-0,78740150;0,39370070
-0,85249523;-1,18110200;0,00000000
-0,85089523;0,00000000;0,39370070
-0,84929523;-0,78740150;0,39370070
-0,84769523;-0,39370070;0,78740150
-0,84609523;-0,39370070;0,78740150
-0,84449523;0,39370070;0,39370070
