Time;Channel A;Channel B
(us);(mV);(mV)

-0,94231578;-0,39370070;0,78740150
-0,94071578;-1,18110200;1,18110200
-0,93911578;-0,39370070;1,18110200
-0,93751578;-1,18110200;0,78740150
-0,93591578;-0,78740150;0,78740150
-0,93431578;-0,39370070;1,18110200
-0,93271578;-0,78740150;1,18110200
-0,93111578;-0,78740150;0,78740150
-0,92951578;-0,39370070;1,18110200
-0,92791578;-0,78740150;1,18110200
-0,92631578;0,00000000;1,96850400
-0,92471578;-0,78740150;1,18110200
-0,92311578;-1,18110200;0,39370070
-0,92151578;-0,39370070;0,78740150
-0,91991578;-0,78740150;0,78740150
-0,91831578;-0,78740150;0,00000000
-0,91671578;-0,78740150;0,78740150
-0,91511578;-1,18110200;1,18110200
-0,91351578;0,00000000;1,18110200
-0,91191578;0,39370070;1,18110200
-0,91031578;0,00000000;1,57480300
-0,90871578;0,00000000;1,18110200
-0,90711578;0,00000000;0,78740150
-0,90551578;-0,39370070;0,39370070
-0,90391578;-0,39370070;0,78740150
-0,90231578;-0,39370070;1,18110200
-0,90071578;-0,78740150;2,36220500
-0,89911578;-0,39370070;1,18110200
-0,89751578;-0,78740150;1,18110200
-0,89591578;0,00000000;1,18110200
-0,89431578;-0,39370070;0,78740150
-0,89271578;-0,39370070;1,18110200
-0,89111578;-0,39370070;1,18110200
-0,88951578;-0,39370070;1,18110200
-0,88791578;-0,78740150;1,57480300
-0,88631578;-0,39370070;1,18110200
-0,88471578;-1,57480300;0,78740150
-0,88311578;-1,18110200;0,78740150
-0,88151578;0,00000000;1,57480300
-0,87991578;-0,78740150;0,00000000
-0,87831578;-0,78740150;1,57480300
-0,87671578;0,00000000;1,18110200
-0,87511578;0,39370070;0,39370070
-0,87351578;0,00000000;1,57480300
-0,87191578;0,39370070;1,18110200
-0,87031578;-0,78740150;1,57480300
-0,86871578;0,00000000;0,39370070
-0,86711578;0,00000000;1,57480300
-0,86551578;0,00000000;0,78740150
-0,86391578;-0,78740150;0,78740150
-0,86231578;0,78740150;0,78740150
-0,86071578;-0,39370070;1,57480300
-0,85911578;-0,39370070;0,78740150
-0,85751578;-0,39370070;0,78740150
-0,85591578;-0,39370070;0,00000000
-0,85431578;0,39370070;1,18110200
-0,85271578;-0,39370070;1,18110200
-0,85111578;0,00000000;1,18110200
-0,84951578;0,00000000;0,78740150
-0,84791578;-0,78740150;1,96850400
-0,84631578;-0,39370070;1,18110200
-0,84471578;-0,78740150;0,78740150
