Time;Channel A;Channel B
(us);(mV);(mV)

-0,94149999;-0,39370070;0,78740150
-0,93989999;-1,18110200;1,18110200
-0,93829999;-0,78740150;1,18110200
-0,93669999;0,00000000;0,78740150
-0,93509999;-0,78740150;0,78740150
-0,93349999;-0,39370070;0,78740150
-0,93189999;-0,39370070;1,18110200
-0,93029999;0,00000000;1,18110200
-0,92869999;0,00000000;1,18110200
-0,92709999;-0,39370070;1,18110200
-0,92549999;-1,18110200;1,57480300
-0,92389999;-0,39370070;6,29921200
-0,92229999;-1,57480300;5,11811000
-0,92069999;-0,39370070;5,90551100
-0,91909999;-1,18110200;5,51181100
-0,91749999;-0,78740150;5,51181100
-0,91589999;-0,39370070;4,72440900
-0,91429999;-0,78740150;3,54330700
-0,91269999;0,00000000;3,93700800
-0,91109999;-0,78740150;2,75590500
-0,90949999;-0,39370070;3,14960600
-0,90789999;-0,39370070;2,75590500
-0,90629999;-1,18110200;1,96850400
-0,90469999;-0,39370070;1,96850400
-0,90309999;-0,78740150;1,96850400
-0,90149999;-0,78740150;1,57480300
-0,89989999;-0,39370070;1,57480300
-0,89829999;0,00000000;1,96850400
-0,89669999;-0,78740150;1,57480300
-0,89509999;-0,39370070;1,57480300
-0,89349999;0,00000000;1,18110200
-0,89189999;-0,39370070;1,57480300
-0,89029999;-0,39370070;1,57480300
-0,88869999;-0,78740150;0,78740150
-0,88709999;0,00000000;1,18110200
-0,88549999;-0,39370070;1,57480300
-0,88389999;-0,78740150;1,18110200
-0,88229999;-0,39370070;0,39370070
-0,88069999;-0,78740150;1,18110200
-0,87909999;-0,78740150;0,39370070
-0,87749999;-0,39370070;1,18110200
-0,87589999;-0,78740150;1,18110200
-0,87429999;-0,39370070;1,18110200
-0,87269999;-0,39370070;0,39370070
-0,87109999;-1,18110200;1,18110200
-0,86949999;-0,78740150;1,57480300
-0,86789999;-0,78740150;1,57480300
-0,86629999;0,00000000;0,78740150
-0,86469999;-0,39370070;0,39370070
-0,86309999;-0,78740150;1,18110200
-0,86149999;-1,18110200;0,78740150
-0,85989999;-0,39370070;0,78740150
-0,85829999;-0,39370070;1,18110200
-0,85669999;-0,39370070;0,78740150
-0,85509999;0,00000000;-0,39370070
-0,85349999;-0,39370070;0,78740150
-0,85189999;-1,18110200;0,39370070
-0,85029999;0,00000000;0,00000000
-0,84869999;0,39370070;1,57480300
-0,84709999;-1,18110200;1,57480300
-0,84549999;-0,39370070;1,57480300
-0,84389999;0,00000000;0,78740150
