Time;Channel A;Channel B
(us);(mV);(mV)

-0,94193333;-0,78740150;0,78740150
-0,94033333;-0,78740150;1,57480300
-0,93873333;0,00000000;1,18110200
-0,93713333;-0,39370070;1,18110200
-0,93553333;0,00000000;1,57480300
-0,93393333;-0,39370070;0,78740150
-0,93233333;-0,39370070;1,57480300
-0,93073333;0,00000000;1,18110200
-0,92913333;0,00000000;1,18110200
-0,92753333;-0,39370070;0,78740150
-0,92593333;-1,18110200;1,18110200
-0,92433333;-0,39370070;1,18110200
-0,92273333;0,00000000;0,78740150
-0,92113333;-0,39370070;0,78740150
-0,91953333;-0,39370070;1,18110200
-0,91793333;-0,39370070;1,57480300
-0,91633333;0,00000000;1,18110200
-0,91473333;-0,39370070;0,78740150
-0,91313333;-0,78740150;0,00000000
-0,91153333;-0,39370070;1,18110200
-0,90993333;-0,78740150;1,18110200
-0,90833333;0,00000000;1,18110200
-0,90673333;-0,39370070;0,39370070
-0,90513333;-0,39370070;1,18110200
-0,90353333;-0,39370070;1,57480300
-0,90193333;-0,39370070;0,78740150
-0,90033333;-0,39370070;1,18110200
-0,89873333;0,00000000;0,78740150
-0,89713333;-0,39370070;1,18110200
-0,89553333;-0,78740150;1,18110200
-0,89393333;-0,78740150;1,18110200
-0,89233333;-0,78740150;1,18110200
-0,89073333;-0,78740150;1,96850400
-0,88913333;-0,78740150;1,57480300
-0,88753333;0,78740150;0,39370070
-0,88593333;-0,78740150;1,18110200
-0,88433333;0,00000000;1,57480300
-0,88273333;0,00000000;0,78740150
-0,88113333;0,39370070;0,39370070
-0,87953333;-0,39370070;0,78740150
-0,87793333;0,00000000;1,18110200
-0,87633333;-0,39370070;1,18110200
-0,87473333;-0,39370070;1,18110200
-0,87313333;-0,39370070;1,18110200
-0,87153333;0,00000000;1,18110200
-0,86993333;-0,39370070;0,78740150
-0,86833333;-0,78740150;0,78740150
-0,86673333;-0,78740150;0,78740150
-0,86513333;-1,18110200;0,78740150
-0,86353333;-0,39370070;1,18110200
-0,86193333;-0,39370070;1,18110200
-0,86033333;-1,18110200;0,78740150
-0,85873333;-1,18110200;0,39370070
-0,85713333;-0,78740150;0,78740150
-0,85553333;0,00000000;0,78740150
-0,85393333;-0,39370070;1,18110200
-0,85233333;0,00000000;1,18110200
-0,85073333;-0,39370070;1,57480300
-0,84913333;0,00000000;0,78740150
-0,84753333;-0,78740150;1,18110200
-0,84593333;0,00000000;1,18110200
-0,84433333;-0,39370070;1,57480300
