Time;Channel A;Channel B
(us);(mV);(mV)

-0,94184615;-0,39370070;1,18110200
-0,94024615;-0,78740150;1,18110200
-0,93864615;-1,57480300;0,00000000
-0,93704615;-0,39370070;0,39370070
-0,93544615;-0,39370070;1,57480300
-0,93384615;-0,78740150;1,57480300
-0,93224615;-1,18110200;1,18110200
-0,93064615;-0,39370070;1,57480300
-0,92904615;0,39370070;1,18110200
-0,92744615;-0,39370070;1,57480300
-0,92584615;-1,18110200;0,78740150
-0,92424615;-0,78740150;1,18110200
-0,92264615;-1,18110200;1,57480300
-0,92104615;0,00000000;1,18110200
-0,91944615;0,00000000;1,18110200
-0,91784615;0,39370070;1,18110200
-0,91624615;-0,39370070;1,18110200
-0,91464615;-0,39370070;1,57480300
-0,91304615;-0,78740150;0,78740150
-0,91144615;-0,78740150;0,39370070
-0,90984615;-0,39370070;0,78740150
-0,90824615;-1,18110200;0,78740150
-0,90664615;-0,78740150;0,39370070
-0,90504615;-0,39370070;0,00000000
-0,90344615;-0,78740150;0,78740150
-0,90184615;-0,39370070;1,57480300
-0,90024615;-0,78740150;0,78740150
-0,89864615;-1,18110200;1,57480300
-0,89704615;-0,78740150;0,78740150
-0,89544615;-0,39370070;1,18110200
-0,89384615;0,00000000;1,18110200
-0,89224615;-0,39370070;1,96850400
-0,89064615;-0,39370070;0,78740150
-0,88904615;-0,39370070;1,18110200
-0,88744615;-0,39370070;0,00000000
-0,88584615;-0,39370070;0,39370070
-0,88424615;0,00000000;1,18110200
-0,88264615;-0,39370070;1,18110200
-0,88104615;-0,39370070;0,78740150
-0,87944615;-0,39370070;1,18110200
-0,87784615;-0,39370070;1,18110200
-0,87624615;-0,39370070;1,57480300
-0,87464615;-0,39370070;0,78740150
-0,87304615;-0,39370070;1,18110200
-0,87144615;-0,78740150;0,78740150
-0,86984615;-0,39370070;0,78740150
-0,86824615;-0,39370070;1,18110200
-0,86664615;0,00000000;1,18110200
-0,86504615;-1,57480300;0,78740150
-0,86344615;-0,78740150;1,57480300
-0,86184615;-1,18110200;0,78740150
-0,86024615;-0,39370070;0,78740150
-0,85864615;-0,39370070;0,78740150
-0,85704615;0,00000000;0,78740150
-0,85544615;0,00000000;0,39370070
-0,85384615;-1,18110200;0,78740150
-0,85224615;-0,39370070;1,57480300
-0,85064615;-0,78740150;1,57480300
-0,84904615;-0,39370070;1,18110200
-0,84744615;-0,78740150;1,18110200
-0,84584615;0,00000000;0,39370070
-0,84424615;0,00000000;1,18110200
