Time;Channel A;Channel B
(us);(mV);(mV)

-0,94205217;-1,57480300;0,78740150
-0,94045217;-0,39370070;1,18110200
-0,93885217;-0,78740150;1,18110200
-0,93725217;-1,18110200;0,78740150
-0,93565217;-0,78740150;1,18110200
-0,93405217;0,00000000;0,78740150
-0,93245217;0,00000000;1,18110200
-0,93085217;-0,39370070;1,18110200
-0,92925217;-0,39370070;0,78740150
-0,92765217;-0,39370070;1,18110200
-0,92605217;0,00000000;0,39370070
-0,92445217;0,00000000;0,78740150
-0,92285217;-0,78740150;0,78740150
-0,92125217;-0,39370070;1,18110200
-0,91965217;-0,39370070;1,18110200
-0,91805217;0,00000000;-0,39370070
-0,91645217;-0,39370070;1,18110200
-0,91485217;-0,78740150;0,78740150
-0,91325217;-0,39370070;0,39370070
-0,91165217;0,00000000;0,78740150
-0,91005217;-0,39370070;1,57480300
-0,90845217;-0,78740150;1,18110200
-0,90685217;-1,18110200;1,18110200
-0,90525217;-0,78740150;0,78740150
-0,90365217;-0,78740150;1,18110200
-0,90205217;0,00000000;1,18110200
-0,90045217;-0,39370070;0,39370070
-0,89885217;-0,39370070;0,78740150
-0,89725217;0,00000000;0,39370070
-0,89565217;-1,18110200;0,78740150
-0,89405217;0,00000000;0,39370070
-0,89245217;0,00000000;1,57480300
-0,89085217;-1,18110200;0,39370070
-0,88925217;-0,39370070;1,57480300
-0,88765217;-1,18110200;1,18110200
-0,88605217;0,39370070;0,78740150
-0,88445217;-0,39370070;1,18110200
-0,88285217;-0,39370070;1,57480300
-0,88125217;0,39370070;1,18110200
-0,87965217;-0,78740150;0,39370070
-0,87805217;-0,78740150;0,39370070
-0,87645217;-1,18110200;0,39370070
-0,87485217;-1,96850400;1,18110200
-0,87325217;-0,39370070;0,78740150
-0,87165217;0,00000000;0,39370070
-0,87005217;-0,39370070;0,39370070
-0,86845217;-0,39370070;0,00000000
-0,86685217;-0,78740150;1,18110200
-0,86525217;-0,39370070;0,78740150
-0,86365217;-0,39370070;1,18110200
-0,86205217;-0,78740150;1,18110200
-0,86045217;-0,78740150;1,18110200
-0,85885217;0,00000000;0,78740150
-0,85725217;-0,78740150;0,78740150
-0,85565217;-0,39370070;1,18110200
-0,85405217;-0,39370070;1,18110200
-0,85245217;0,00000000;0,78740150
-0,85085217;-0,39370070;1,18110200
-0,84925217;-0,39370070;0,39370070
-0,84765217;-0,39370070;1,18110200
-0,84605217;-0,39370070;1,18110200
-0,84445217;0,39370070;0,39370070
