Time;Channel A;Channel B
(us);(mV);(mV)

-0,94191304;-0,78740150;0,78740150
-0,94031304;-0,78740150;1,57480300
-0,93871304;-0,78740150;0,39370070
-0,93711304;-1,18110200;0,39370070
-0,93551304;-0,39370070;0,39370070
-0,93391304;-0,39370070;1,18110200
-0,93231304;-0,78740150;0,78740150
-0,93071304;-0,78740150;0,78740150
-0,92911304;-0,78740150;0,78740150
-0,92751304;0,00000000;0,39370070
-0,92591304;0,00000000;0,39370070
-0,92431304;-0,78740150;1,57480300
-0,92271304;-0,39370070;1,57480300
-0,92111304;-0,39370070;1,18110200
-0,91951304;-1,18110200;1,18110200
-0,91791304;-0,39370070;0,78740150
-0,91631304;-0,78740150;1,18110200
-0,91471304;-1,18110200;1,18110200
-0,91311304;-0,78740150;0,78740150
-0,91151304;-0,78740150;1,18110200
-0,90991304;-0,78740150;0,78740150
-0,90831304;-0,39370070;0,39370070
-0,90671304;-0,39370070;1,18110200
-0,90511304;-1,57480300;1,18110200
-0,90351304;-0,39370070;2,36220500
-0,90191304;-1,18110200;0,39370070
-0,90031304;-1,18110200;1,18110200
-0,89871304;-0,39370070;0,78740150
-0,89711304;-0,39370070;1,18110200
-0,89551304;-0,78740150;0,78740150
-0,89391304;0,00000000;0,78740150
-0,89231304;-0,39370070;0,39370070
-0,89071304;-0,78740150;1,18110200
-0,88911304;-0,39370070;0,78740150
-0,88751304;0,00000000;1,96850400
-0,88591304;-0,78740150;1,18110200
-0,88431304;0,00000000;1,18110200
-0,88271304;-0,39370070;1,18110200
-0,88111304;-0,39370070;1,57480300
-0,87951304;-0,39370070;1,57480300
-0,87791304;-0,39370070;0,78740150
-0,87631304;-0,39370070;0,39370070
-0,87471304;0,00000000;0,39370070
-0,87311304;-0,78740150;0,78740150
-0,87151304;-1,18110200;1,18110200
-0,86991304;-0,78740150;1,18110200
-0,86831304;-0,39370070;1,18110200
-0,86671304;-0,39370070;1,18110200
-0,86511304;0,00000000;0,78740150
-0,86351304;-0,78740150;1,18110200
-0,86191304;0,39370070;1,57480300
-0,86031304;-0,39370070;1,18110200
-0,85871304;-0,78740150;0,78740150
-0,85711304;-0,39370070;0,78740150
-0,85551304;0,00000000;1,18110200
-0,85391304;-0,78740150;0,78740150
-0,85231304;-0,78740150;0,78740150
-0,85071304;0,00000000;1,18110200
-0,84911304;-0,78740150;0,78740150
-0,84751304;-0,78740150;1,57480300
-0,84591304;-0,39370070;0,39370070
-0,84431304;-1,18110200;1,18110200
