Time;Channel A;Channel B
(us);(mV);(mV)

-0,94195199;-0,39370070;0,78740150
-0,94035199;-1,18110200;1,57480300
-0,93875199;-0,78740150;1,18110200
-0,93715199;-0,39370070;0,39370070
-0,93555199;-0,39370070;1,57480300
-0,93395199;0,00000000;0,39370070
-0,93235199;0,00000000;1,18110200
-0,93075199;0,00000000;0,78740150
-0,92915199;-0,39370070;0,78740150
-0,92755199;-0,39370070;1,18110200
-0,92595199;-0,78740150;1,18110200
-0,92435199;-0,78740150;1,18110200
-0,92275199;-1,18110200;1,18110200
-0,92115199;0,00000000;0,78740150
-0,91955199;-0,39370070;1,18110200
-0,91795199;0,00000000;0,78740150
-0,91635199;-0,39370070;0,78740150
-0,91475199;0,00000000;1,18110200
-0,91315199;0,00000000;1,18110200
-0,91155199;-0,39370070;1,57480300
-0,90995199;0,39370070;1,57480300
-0,90835199;-0,39370070;1,18110200
-0,90675199;-0,39370070;1,18110200
-0,90515199;-0,78740150;1,57480300
-0,90355199;-0,78740150;0,39370070
-0,90195199;-0,39370070;1,18110200
-0,90035199;-0,39370070;1,18110200
-0,89875199;-0,78740150;0,78740150
-0,89715199;-0,39370070;0,78740150
-0,89555199;0,00000000;4,72440900
-0,89395199;-0,39370070;5,11811000
-0,89235199;-0,39370070;5,51181100
-0,89075199;-0,39370070;5,11811000
-0,88915199;-0,39370070;3,93700800
-0,88755199;-0,39370070;3,54330700
-0,88595199;-1,18110200;3,14960600
-0,88435199;-0,39370070;3,54330700
-0,88275199;0,00000000;2,36220500
-0,88115199;0,00000000;1,57480300
-0,87955199;0,39370070;2,36220500
-0,87795199;-0,78740150;1,96850400
-0,87635199;-0,39370070;2,36220500
-0,87475199;0,00000000;2,36220500
-0,87315199;-1,18110200;1,96850400
-0,87155199;0,39370070;1,18110200
-0,86995199;0,00000000;1,18110200
-0,86835199;-0,78740150;1,18110200
-0,86675199;-0,78740150;1,57480300
-0,86515199;0,39370070;1,18110200
-0,86355199;-0,39370070;1,18110200
-0,86195199;-0,39370070;1,18110200
-0,86035199;-1,18110200;0,39370070
-0,85875199;-0,39370070;0,78740150
-0,85715199;-0,78740150;1,57480300
-0,85555199;-1,18110200;1,18110200
-0,85395199;0,00000000;1,57480300
-0,85235199;-0,39370070;0,78740150
-0,85075199;-0,39370070;0,39370070
-0,84915199;-0,39370070;1,18110200
-0,84755199;-0,39370070;1,18110200
-0,84595199;0,39370070;1,18110200
-0,84435199;-0,39370070;0,39370070
