Time;Channel A;Channel B
(us);(mV);(mV)

-0,94154666;-0,39370070;0,39370070
-0,93994666;-0,78740150;1,57480300
-0,93834666;-0,39370070;0,78740150
-0,93674666;-1,18110200;0,39370070
-0,93514666;-0,78740150;0,78740150
-0,93354666;0,00000000;0,00000000
-0,93194666;0,00000000;1,96850400
-0,93034666;-1,96850400;1,18110200
-0,92874666;-1,18110200;-0,39370070
-0,92714666;-0,78740150;0,39370070
-0,92554666;-0,39370070;0,78740150
-0,92394666;0,39370070;1,18110200
-0,92234666;-0,39370070;1,18110200
-0,92074666;-0,78740150;1,18110200
-0,91914666;-0,78740150;0,78740150
-0,91754666;-0,78740150;0,78740150
-0,91594666;0,00000000;0,39370070
-0,91434666;-0,78740150;1,18110200
-0,91274666;-1,18110200;1,18110200
-0,91114666;-0,39370070;0,00000000
-0,90954666;-0,78740150;1,18110200
-0,90794666;0,39370070;0,78740150
-0,90634666;0,00000000;0,00000000
-0,90474666;-0,78740150;0,39370070
-0,90314666;-0,78740150;0,78740150
-0,90154666;-0,39370070;0,00000000
-0,89994666;-0,39370070;0,00000000
-0,89834666;-0,39370070;0,78740150
-0,89674666;3,14960600;0,78740150
-0,89514666;3,14960600;1,18110200
-0,89354666;3,14960600;0,39370070
-0,89194666;3,14960600;0,39370070
-0,89034666;2,75590500;1,18110200
-0,88874666;1,96850400;1,57480300
-0,88714666;1,57480300;1,18110200
-0,88554666;1,18110200;0,39370070
-0,88394666;0,78740150;0,39370070
-0,88234666;1,18110200;1,18110200
-0,88074666;0,39370070;1,96850400
-0,87914666;0,00000000;0,78740150
-0,87754666;1,18110200;0,78740150
-0,87594666;0,39370070;0,78740150
-0,87434666;0,39370070;1,18110200
-0,87274666;0,00000000;1,57480300
-0,87114666;0,00000000;0,39370070
-0,86954666;0,00000000;0,78740150
-0,86794666;-1,18110200;0,00000000
-0,86634666;0,39370070;1,18110200
-0,86474666;0,00000000;1,57480300
-0,86314666;-0,39370070;1,18110200
-0,86154666;0,39370070;1,18110200
-0,85994666;0,39370070;0,78740150
-0,85834666;-0,39370070;0,39370070
-0,85674666;0,00000000;1,18110200
-0,85514666;0,00000000;0,78740150
-0,85354666;-0,39370070;1,18110200
-0,85194666;-0,39370070;1,18110200
-0,85034666;-0,78740150;1,18110200
-0,84874666;0,00000000;1,18110200
-0,84714666;-0,78740150;0,39370070
-0,84554666;-0,78740150;0,39370070
-0,84394666;-0,39370070;1,18110200
-0,84234666;-0,39370070;0,39370070
