Time;Channel A;Channel B
(us);(mV);(mV)

-0,94201599;-0,78740150;0,78740150
-0,94041599;-0,78740150;0,39370070
-0,93881599;0,00000000;0,78740150
-0,93721599;-0,78740150;1,18110200
-0,93561599;0,39370070;0,00000000
-0,93401599;-0,78740150;0,78740150
-0,93241599;-0,39370070;0,39370070
-0,93081599;-0,39370070;1,18110200
-0,92921599;-0,78740150;0,78740150
-0,92761599;0,00000000;0,00000000
-0,92601599;0,39370070;0,39370070
-0,92441599;-0,78740150;0,78740150
-0,92281599;-1,57480300;0,78740150
-0,92121599;-0,78740150;0,39370070
-0,91961599;-0,78740150;1,18110200
-0,91801599;-1,57480300;1,18110200
-0,91641599;-0,39370070;0,00000000
-0,91481599;0,00000000;0,39370070
-0,91321599;-1,18110200;1,18110200
-0,91161599;0,00000000;1,18110200
-0,91001599;-0,39370070;1,18110200
-0,90841599;-0,78740150;0,39370070
-0,90681599;0,00000000;0,00000000
-0,90521599;-0,39370070;0,78740150
-0,90361599;-0,39370070;0,78740150
-0,90201599;-0,39370070;0,78740150
-0,90041599;-0,78740150;0,39370070
-0,89881599;-1,57480300;0,78740150
-0,89721599;-1,18110200;0,78740150
-0,89561599;0,00000000;0,39370070
-0,89401599;-0,39370070;0,00000000
-0,89241599;0,00000000;1,57480300
-0,89081599;-0,39370070;0,39370070
-0,88921599;0,00000000;0,78740150
-0,88761599;-0,78740150;1,18110200
-0,88601599;-1,18110200;0,78740150
-0,88441599;0,00000000;1,18110200
-0,88281599;-0,78740150;0,78740150
-0,88121599;-0,78740150;1,18110200
-0,87961599;-1,18110200;1,18110200
-0,87801599;-0,39370070;0,78740150
-0,87641599;-0,39370070;0,39370070
-0,87481599;-0,39370070;0,78740150
-0,87321599;-0,39370070;1,57480300
-0,87161599;-0,78740150;0,78740150
-0,87001599;-1,57480300;0,00000000
-0,86841599;-0,78740150;1,57480300
-0,86681599;-0,39370070;1,57480300
-0,86521599;-0,78740150;0,39370070
-0,86361599;-0,39370070;0,39370070
-0,86201599;-0,39370070;0,39370070
-0,86041599;0,00000000;0,39370070
-0,85881599;0,00000000;0,00000000
-0,85721599;-0,39370070;0,00000000
-0,85561599;-0,39370070;-0,39370070
-0,85401599;-0,78740150;1,18110200
-0,85241599;-0,39370070;0,39370070
-0,85081599;0,00000000;0,39370070
-0,84921599;0,00000000;1,18110200
-0,84761599;-1,18110200;0,78740150
-0,84601599;-0,39370070;1,18110200
-0,84441599;-0,78740150;0,78740150
