Time;Channel A;Channel B
(us);(mV);(mV)

-0,94229999;-0,39370070;0,78740150
-0,94069999;0,00000000;0,78740150
-0,93909999;0,00000000;0,78740150
-0,93749999;-0,78740150;1,57480300
-0,93589999;-0,78740150;0,78740150
-0,93429999;-1,18110200;0,78740150
-0,93269999;-0,39370070;1,18110200
-0,93109999;-0,78740150;0,78740150
-0,92949999;-0,78740150;0,00000000
-0,92789999;0,39370070;0,78740150
-0,92629999;-0,39370070;0,78740150
-0,92469999;-0,78740150;0,78740150
-0,92309999;-0,39370070;0,00000000
-0,92149999;-1,57480300;1,18110200
-0,91989999;-0,78740150;1,18110200
-0,91829999;-0,78740150;0,78740150
-0,91669999;-1,57480300;1,18110200
-0,91509999;0,00000000;1,57480300
-0,91349999;-0,78740150;1,18110200
-0,91189999;-0,78740150;0,39370070
-0,91029999;-0,39370070;1,57480300
-0,90869999;-1,57480300;1,18110200
-0,90709999;0,00000000;0,78740150
-0,90549999;-0,78740150;1,18110200
-0,90389999;0,39370070;0,39370070
-0,90229999;-0,39370070;0,39370070
-0,90069999;-1,18110200;1,18110200
-0,89909999;0,00000000;1,18110200
-0,89749999;0,39370070;1,18110200
-0,89589999;-0,78740150;0,78740150
-0,89429999;-0,78740150;0,78740150
-0,89269999;-0,39370070;0,78740150
-0,89109999;-0,78740150;1,18110200
-0,88949999;-0,39370070;1,18110200
-0,88789999;-0,39370070;0,78740150
-0,88629999;-1,18110200;-0,39370070
-0,88469999;0,00000000;0,39370070
-0,88309999;-0,39370070;1,18110200
-0,88149999;-1,57480300;0,39370070
-0,87989999;-0,78740150;0,39370070
-0,87829999;-0,39370070;0,78740150
-0,87669999;-0,39370070;1,18110200
-0,87509999;-0,39370070;0,78740150
-0,87349999;-0,39370070;0,78740150
-0,87189999;0,39370070;0,39370070
-0,87029999;-0,39370070;0,78740150
-0,86869999;-0,39370070;1,18110200
-0,86709999;-0,39370070;1,18110200
-0,86549999;-0,78740150;0,00000000
-0,86389999;0,00000000;0,78740150
-0,86229999;-0,39370070;1,57480300
-0,86069999;-0,78740150;1,57480300
-0,85909999;-0,39370070;0,78740150
-0,85749999;-0,39370070;0,78740150
-0,85589999;-0,39370070;1,18110200
-0,85429999;-1,18110200;0,39370070
-0,85269999;-0,78740150;0,39370070
-0,85109999;1,18110200;1,96850400
-0,84949999;-0,39370070;0,78740150
-0,84789999;0,00000000;1,18110200
-0,84629999;-0,39370070;1,57480300
-0,84469999;-0,78740150;0,39370070
