Time;Channel A;Channel B
(us);(mV);(mV)

-0,94171428;0,00000000;1,18110200
-0,94011428;-0,39370070;0,78740150
-0,93851428;-0,78740150;1,57480300
-0,93691428;-0,39370070;1,18110200
-0,93531428;-0,78740150;0,78740150
-0,93371428;-0,78740150;0,39370070
-0,93211428;-0,39370070;1,18110200
-0,93051428;-1,18110200;0,78740150
-0,92891428;-0,78740150;0,78740150
-0,92731428;-0,78740150;1,18110200
-0,92571428;0,00000000;0,39370070
-0,92411428;0,00000000;1,18110200
-0,92251428;-1,18110200;1,57480300
-0,92091428;0,00000000;0,39370070
-0,91931428;-0,39370070;1,18110200
-0,91771428;-0,78740150;1,18110200
-0,91611428;-0,39370070;0,78740150
-0,91451428;-0,78740150;0,78740150
-0,91291428;-0,78740150;0,39370070
-0,91131428;-0,78740150;1,18110200
-0,90971428;0,00000000;1,18110200
-0,90811428;-0,39370070;0,39370070
-0,90651428;-0,78740150;0,78740150
-0,90491428;-0,78740150;1,18110200
-0,90331428;0,00000000;0,78740150
-0,90171428;-0,39370070;1,18110200
-0,90011428;-0,39370070;1,18110200
-0,89851428;-0,39370070;0,39370070
-0,89691428;-0,78740150;0,78740150
-0,89531428;-0,39370070;0,78740150
-0,89371428;-0,78740150;0,78740150
-0,89211428;-0,39370070;0,39370070
-0,89051428;-0,78740150;1,57480300
-0,88891428;-0,39370070;1,57480300
-0,88731428;0,00000000;1,57480300
-0,88571428;0,00000000;0,78740150
-0,88411428;0,39370070;0,78740150
-0,88251428;0,00000000;1,57480300
-0,88091428;-0,78740150;1,18110200
-0,87931428;-1,18110200;0,78740150
-0,87771428;0,00000000;1,18110200
-0,87611428;-0,78740150;0,78740150
-0,87451428;0,00000000;0,78740150
-0,87291428;-0,39370070;1,18110200
-0,87131428;-0,39370070;0,78740150
-0,86971428;-0,78740150;1,18110200
-0,86811428;-0,39370070;0,39370070
-0,86651428;-0,39370070;1,18110200
-0,86491428;-0,39370070;1,18110200
-0,86331428;-1,18110200;1,18110200
-0,86171428;-1,18110200;0,78740150
-0,86011428;-0,39370070;0,39370070
-0,85851428;-1,18110200;0,00000000
-0,85691428;-0,39370070;1,18110200
-0,85531428;-0,39370070;1,18110200
-0,85371428;-0,78740150;1,18110200
-0,85211428;-0,39370070;1,18110200
-0,85051428;-0,39370070;1,18110200
-0,84891428;-1,18110200;0,78740150
-0,84731428;-0,39370070;0,78740150
-0,84571428;-0,78740150;1,57480300
-0,84411428;-0,39370070;1,18110200
