Time;Channel A;Channel B
(us);(mV);(mV)

-0,94188571;0,00000000;5,11811000
-0,94028571;-0,39370070;5,11811000
-0,93868571;0,00000000;4,72440900
-0,93708571;-0,39370070;3,14960600
-0,93548571;-1,18110200;3,93700800
-0,93388571;-0,39370070;3,93700800
-0,93228571;0,00000000;3,14960600
-0,93068571;-0,39370070;2,36220500
-0,92908571;-0,78740150;2,36220500
-0,92748571;0,00000000;1,96850400
-0,92588571;-0,39370070;1,96850400
-0,92428571;-0,39370070;1,57480300
-0,92268571;-0,78740150;1,18110200
-0,92108571;-1,18110200;1,18110200
-0,91948571;-0,78740150;2,36220500
-0,91788571;-0,39370070;1,57480300
-0,91628571;-0,39370070;1,18110200
-0,91468571;-0,39370070;1,18110200
-0,91308571;-0,78740150;1,96850400
-0,91148571;-0,39370070;0,78740150
-0,90988571;-0,78740150;1,18110200
-0,90828571;0,00000000;0,78740150
-0,90668571;-0,39370070;0,78740150
-0,90508571;-0,39370070;1,18110200
-0,90348571;-0,78740150;1,18110200
-0,90188571;-0,78740150;0,78740150
-0,90028571;0,00000000;1,57480300
-0,89868571;-0,78740150;1,18110200
-0,89708571;0,00000000;1,18110200
-0,89548571;-0,39370070;1,18110200
-0,89388571;-0,39370070;0,78740150
-0,89228571;-0,78740150;0,78740150
-0,89068571;-0,78740150;1,18110200
-0,88908571;-0,39370070;1,18110200
-0,88748571;-0,78740150;1,57480300
-0,88588571;-0,39370070;1,18110200
-0,88428571;-0,78740150;0,78740150
-0,88268571;-0,39370070;0,39370070
-0,88108571;-0,78740150;0,39370070
-0,87948571;-0,39370070;1,18110200
-0,87788571;-0,39370070;1,18110200
-0,87628571;-0,39370070;1,18110200
-0,87468571;-1,18110200;0,78740150
-0,87308571;-0,39370070;1,18110200
-0,87148571;0,39370070;0,78740150
-0,86988571;-0,39370070;1,18110200
-0,86828571;0,00000000;0,78740150
-0,86668571;-0,39370070;0,78740150
-0,86508571;-0,39370070;0,78740150
-0,86348571;0,00000000;0,78740150
-0,86188571;-0,78740150;0,39370070
-0,86028571;-0,39370070;0,78740150
-0,85868571;0,00000000;0,39370070
-0,85708571;-1,57480300;1,18110200
-0,85548571;-1,18110200;1,18110200
-0,85388571;-0,78740150;1,57480300
-0,85228571;-0,78740150;0,78740150
-0,85068571;-0,39370070;1,18110200
-0,84908571;-0,39370070;0,78740150
-0,84748571;-0,78740150;0,78740150
-0,84588571;-0,78740150;1,18110200
-0,84428571;-0,78740150;1,18110200
