Time;Channel A;Channel B
(us);(mV);(mV)

-0,94219130;-0,39370070;1,57480300
-0,94059130;0,39370070;1,18110200
-0,93899130;0,39370070;0,78740150
-0,93739130;-0,39370070;1,18110200
-0,93579130;-0,39370070;0,39370070
-0,93419130;-1,18110200;0,78740150
-0,93259130;-0,39370070;0,39370070
-0,93099130;0,00000000;0,78740150
-0,92939130;-0,78740150;1,18110200
-0,92779130;2,36220500;0,78740150
-0,92619130;3,14960600;0,78740150
-0,92459130;3,54330700;1,18110200
-0,92299130;2,75590500;1,18110200
-0,92139130;3,14960600;0,78740150
-0,91979130;1,57480300;0,39370070
-0,91819130;1,57480300;0,78740150
-0,91659130;1,18110200;1,57480300
-0,91499130;0,78740150;0,39370070
-0,91339130;1,18110200;0,78740150
-0,91179130;1,18110200;0,78740150
-0,91019130;0,78740150;0,39370070
-0,90859130;0,00000000;0,00000000
-0,90699130;1,18110200;0,78740150
-0,90539130;0,39370070;0,39370070
-0,90379130;0,39370070;0,39370070
-0,90219130;0,39370070;1,18110200
-0,90059130;0,00000000;1,57480300
-0,89899130;0,00000000;0,78740150
-0,89739130;0,00000000;1,18110200
-0,89579130;-0,78740150;0,39370070
-0,89419130;-0,39370070;0,78740150
-0,89259130;0,00000000;0,78740150
-0,89099130;0,39370070;1,18110200
-0,88939130;-0,39370070;1,18110200
-0,88779130;-0,39370070;1,18110200
-0,88619130;-0,39370070;1,57480300
-0,88459130;-0,39370070;0,78740150
-0,88299130;0,39370070;0,78740150
-0,88139130;-0,39370070;1,18110200
-0,87979130;-0,78740150;0,78740150
-0,87819130;-1,57480300;0,78740150
-0,87659130;-0,78740150;0,78740150
-0,87499130;0,39370070;1,18110200
-0,87339130;-0,78740150;1,18110200
-0,87179130;-0,78740150;1,18110200
-0,87019130;-0,39370070;1,18110200
-0,86859130;-0,39370070;1,57480300
-0,86699130;0,00000000;0,39370070
-0,86539130;-0,39370070;0,00000000
-0,86379130;0,00000000;0,78740150
-0,86219130;-0,39370070;0,39370070
-0,86059130;-0,39370070;1,57480300
-0,85899130;-0,78740150;1,18110200
-0,85739130;-0,39370070;1,18110200
-0,85579130;0,39370070;1,57480300
-0,85419130;-0,39370070;0,78740150
-0,85259130;-0,78740150;1,18110200
-0,85099130;-0,78740150;1,18110200
-0,84939130;-1,18110200;1,18110200
-0,84779130;-0,78740150;1,18110200
-0,84619130;-0,78740150;1,18110200
-0,84459130;0,78740150;0,00000000
-0,84299130;-0,78740150;1,18110200
