Time;Channel A;Channel B
(us);(mV);(mV)

-0,94190344;-0,39370070;0,78740150
-0,94030344;-1,18110200;0,00000000
-0,93870344;0,00000000;0,78740150
-0,93710344;-0,78740150;1,18110200
-0,93550344;-1,18110200;0,78740150
-0,93390344;-0,39370070;0,78740150
-0,93230344;-0,78740150;1,96850400
-0,93070344;-0,78740150;1,18110200
-0,92910344;-1,18110200;0,78740150
-0,92750344;0,00000000;0,00000000
-0,92590344;-0,39370070;1,18110200
-0,92430344;-0,78740150;0,78740150
-0,92270344;0,39370070;1,18110200
-0,92110344;-1,57480300;1,96850400
-0,91950344;-0,78740150;0,39370070
-0,91790344;-0,39370070;1,18110200
-0,91630344;-0,78740150;1,18110200
-0,91470344;-1,18110200;0,78740150
-0,91310344;-0,39370070;0,78740150
-0,91150344;-0,78740150;1,18110200
-0,90990344;-0,78740150;1,18110200
-0,90830344;-0,78740150;0,78740150
-0,90670344;-0,78740150;1,96850400
-0,90510344;0,00000000;1,18110200
-0,90350344;0,00000000;1,18110200
-0,90190344;-1,18110200;0,39370070
-0,90030344;-1,18110200;0,78740150
-0,89870344;0,00000000;0,78740150
-0,89710344;-1,18110200;0,39370070
-0,89550344;-0,39370070;0,78740150
-0,89390344;0,00000000;0,78740150
-0,89230344;-0,39370070;0,78740150
-0,89070344;0,00000000;1,18110200
-0,88910344;-0,78740150;0,78740150
-0,88750344;-0,39370070;0,78740150
-0,88590344;-0,39370070;1,18110200
-0,88430344;0,00000000;0,78740150
-0,88270344;-1,18110200;0,78740150
-0,88110344;-0,39370070;0,78740150
-0,87950344;-0,39370070;1,18110200
-0,87790344;-1,18110200;0,00000000
-0,87630344;-0,78740150;1,18110200
-0,87470344;-0,39370070;0,78740150
-0,87310344;0,00000000;0,00000000
-0,87150344;0,00000000;0,78740150
-0,86990344;0,00000000;1,57480300
-0,86830344;0,00000000;1,18110200
-0,86670344;-0,78740150;0,78740150
-0,86510344;-1,18110200;0,78740150
-0,86350344;-1,18110200;0,00000000
-0,86190344;-1,18110200;1,18110200
-0,86030344;-0,39370070;0,78740150
-0,85870344;-0,39370070;1,57480300
-0,85710344;-0,78740150;1,57480300
-0,85550344;-0,78740150;0,78740150
-0,85390344;-0,39370070;0,39370070
-0,85230344;-0,39370070;0,00000000
-0,85070344;-0,78740150;1,18110200
-0,84910344;-0,39370070;0,78740150
-0,84750344;-0,39370070;1,18110200
-0,84590344;-0,39370070;1,18110200
-0,84430344;0,39370070;1,57480300
